,datetime,sentiment,locations,labels
420,2022-05-23 01:36:46+00:00,wenang parpol pt nyaring caprescawapres yg angin kelompok radikal nkri jaga parpol yg tanggung neg suriah afganistan neg yg tika bangsa,malang,neutral
421,2022-05-30 01:25:28+00:00,kalimat si presiden banjir semarang atas ampun deh,semarang,negative
422,2022-07-30 06:02:27+00:00,cocok bgt jdi presiden tpi d medsos aja,bandung,negative
423,2022-01-19 13:20:09+00:00,pokok tawar penting ya salah satu ridwan kamil masuk pilpres, jakarta,neutral
424,2022-11-30 05:09:12+00:00,andai restu capres pasang cawapres tuju lawan pasang capres pasang cawapres pilpres,bogor,neutral
425,2023-01-31 23:48:01+00:00,selamat moga tahan bacapres milu,surabaya,positive
426,2022-08-31 14:27:49+00:00,capres sibuk kampanye presiden ganti partai anies kayak santai aja kerja maju kota,surabaya,neutral
427,2022-11-30 22:03:50+00:00,silah pilih presiden yaman presiden indonesia orang indonesia asli,jakarta,negative
428,2022-03-26 16:18:50+00:00,adil juang klu hnya janji doang sih smua orang gw dukung militan beliau cawapres capres kecewa ketidakadilan tonton anak bangsa negeri,bandung,negative
429,2022-09-25 07:24:07+00:00,rakyat indonesia sdh matang dlm tentu sikap moga tdk rekayasa kpu pilpres,depok,positive
430,2022-11-24 07:00:00+00:00,bau restu presiden jokowi pilpres et orng yg percaya utk ketua acara mas kaesang moga sgera dpt kabar yg aamiin menteri andal,jakarta ,positive
431,2022-06-29 14:02:25+00:00,kanan urus politik ah nyapreskah apesbakalan capres abadi sebabkrn pelihara dukun gembul eehhada pawang kutu janggut stress jedot umbul ciaaann dech kek yg nasib,jakarta,negative
432,2022-12-29 13:47:44+00:00,dlm sejarah pilpres republik ribu orang rawan korban tenaga amp pikir korban uang nilai juang sia krn calon yg dukung serikat lawan politik,yogyakarta,neutral
433,2022-03-31 11:52:17+00:00,pa ga bilang periode langgar konstitusi konstitusi ubah periode tuju amp capres tuju milu tunda milu pilpres ngomong gitu susah banget pa, jakarta,neutral
434,2022-12-31 06:18:11+00:00,lucu sih presiden samain mantan gubernur dasar otak cebong dengkul,surabaya,negative
435,2023-01-29 13:26:07+00:00,aneh dukung ganjar gak henti henti jelek jelek anies bilang survei nya anjlok gila kelen coba, malang,negative
436,2022-05-31 15:04:16+00:00,masyaallah tugas tinggal benah negara carut marut bismillah anies baswedan next president of ri,bandung,positive
437,2022-12-26 11:16:03+00:00,moga aja kabul doa himpun santri nusantara ganjar pranowo maju pilpres presiden ri,bandung,positive
438,2022-08-31 13:42:17+00:00,nyapres emang partai minimal capres tum partaiklu gak kader partai dpt jatah nyapres duit gak punyapartai gak gablekklupun partai dukung partai tolol,jakarta,negative
439,2022-05-29 08:32:31+00:00,yg hormat yg hormat biarpun hormat wajib hormat hormat putus capres yg dukung mati gabung perintah,jakarta,negative
440,2022-09-30 10:54:22+00:00,sih tuju bangga kerja gak pimpin presiden ri kerja nya, jakarta,negative
441,2022-01-31 10:14:36+00:00,indonesia pimpin orang cerdas wibawa adil, jakarta,positive
442,2022-06-26 09:57:08+00:00,ambisi pilpres cari nama sensasi nama citra moga rakyat cerdas pilih pimpin,jakarta,positive
443,2022-01-27 07:42:45+00:00,rakyat belah golkar kawal tahap milu,jakarta,neutral
444,2022-07-24 16:34:27+00:00,moga beliau rancang tisik menganalisa kalkulasi ahli eksekusi bijak bangsa berkontestasi dlm pilpres,jakarta,positive
445,2022-05-29 01:39:20+00:00,entar presiden rakyat ya,tangerang,positive
446,2022-03-28 05:01:54+00:00,alas doang tunda milu lancar,semarang,negative
447,2022-02-28 05:18:20+00:00,usul tunda pilkada dgn alas wabah covid tp alas tsb ban skrng alas covid utk tunda laksana pilpres baca penting sesat,tangerang,negative
448,2022-11-30 12:51:32+00:00,wih mantep nih moga banyak dukung ganjar pranowo ganjar pranowo maju pilpres,depok,positive
449,2022-11-30 15:04:15+00:00,bukti pakai politik identitas radikalisme pilpres th politik kuas penting dg mulut janji manis suara citra sukses ulang,semarang,neutral
450,2022-07-31 04:53:41+00:00,kandidat capres yg bagus anies ridwan k yg menang sosmed aja anak titip oligarkhi yg hy bs bentak kayak singkek,yogyakarta,negative
451,2022-07-31 18:45:30+00:00,kau bilang pokok yg pilih presiden orang jawa,malang,neutral
452,2022-03-30 01:37:49+00:00,yaaaa org pintar jateng sayang mrk tdk buat kendala sistem mas gadang capres dlm kondisi neg hutang patut ragu,semarang,negative
453,2022-06-30 12:00:27+00:00,ya deh yg suka capres suka filmcabuldi waris aja sukan anak istri yak, jakarta,negative
454,2023-01-31 08:12:20+00:00,mari rapat baris wujud ganjar ato erick thohir jd presiden periode ampe biar kadrun stress amp gila nambah thn trs kadrun bunuh kasi,tangerang,negative
455,2022-07-30 10:25:28+00:00,kasi gin ken jd presiden dg pencitraaan tolol wkwkwkwkwwkwkwkw niru kakak guru nya lu pikir org milih org sok citra kyk lu wkwkwkwkw mending nonton bokep, surabaya,negative
456,2022-09-30 07:40:27+00:00,moga presiden pilih pilpres orang henti rusa rejim langkah koreksi prof anies baswedan tokoh,jakarta,positive
457,2022-02-27 14:32:21+00:00,brengsek presiden,yogyakarta,negative
458,2022-04-29 10:31:49+00:00,alas loyalis perempuan dukung ganjar pranowo presiden pilih makan bekal istri alas yg loyalitas perempuan pilih presiden,depok,neutral
459,2022-05-28 01:02:15+00:00,moga pilpres jujur bersih curang mustahil salah harap,yogyakarta,positive
460,2022-02-26 12:08:21+00:00,oh alas milu undur parpol usung ri ri ga saing, jakarta,neutral
461,2022-11-30 13:36:40+00:00,anggur ngimpi presiden,jakarta,negative
462,2022-11-30 13:41:29+00:00,jelang pilpres serang yg kalah bingung halal contoh yg tonton presiden jokowi yg giring rakyat nya pilih capres,surabaya,negative
463,2022-09-30 23:35:04+00:00,anies ngak model kampanye kampung gitu dunia ulah orang takut anies presiden,bogor,neutral
464,2022-11-30 06:24:59+00:00,moga apa yg kt harap mudah jalan sesuai dg yg kt rencana ganjar menang pilpres presiden ri,yogyakarta,positive
465,2022-06-30 12:57:39+00:00,gambar karbitan nafsu ga ngrti sejati pimpin ngimpi capres pilih lurah aj blom menang,depok,negative
466,2022-02-27 01:01:56+00:00,pribadi yg hebat keluh tdk salah jokowi mundur presiden,semarang,positive
467,2022-10-31 20:08:59+00:00,pesan tulus orang presiden ri menang moga baik indonesia rakyat indonesia aamiin salam, jakarta,positive
468,2022-01-23 03:36:45+00:00,mayoritas masyarakat selenggara milu undur,jakarta,neutral
469,2022-02-28 02:01:10+00:00,tunda milu krn alas ekonomi joran kekeuh ikn ekonomi susah, jakarta,negative
470,2022-05-27 06:09:27+00:00,lihat jalan presiden kek santuy banget bliokek jalan bapak aja,depok,neutral
471,2022-03-29 12:31:46+00:00,ganjar pranowo layak presiden ganti jokowi pasti pilih no daebat,jakarta,positive
472,2022-04-28 07:51:47+00:00,harap tdk sprti yg pilpres pilkada capres yg main politik identitas tdk layak pilih,bandung,neutral
473,2022-05-27 14:10:28+00:00,ya udah presiden jateng yg,tangerang,negative
474,2022-11-08 03:56:43+00:00,pimpin kelas dunia,malang,neutral
475,2023-01-31 13:43:00+00:00,doa dukung anies nasdem moga jadi lancar langkah pilpres,semarang,positive
476,2022-11-30 11:54:37+00:00,gak bicara reklamasi dahhnanti sesi interpelasi bukti transfer dana formula e yg habis apbd trilyunan hadirlepas tanggung ambisi presiden uang trilyunan tsb utk ambisi, surabaya,negative
477,2022-11-30 09:37:45+00:00,milu putar cebong kampret,jakarta,negative
478,2022-07-16 04:59:48+00:00,ayo disiplin prokes jelang pilpres waspada politik identitas pecah belah,bogor,neutral
479,2022-03-28 04:51:47+00:00,serentak kirim,jakarta,neutral
480,2022-08-30 12:42:23+00:00,senyumin ketawain aja yg kaya gitu gak esensi bro,jakarta,neutral
481,2022-12-30 11:20:07+00:00,lolos verifikasi faktual partai ummat serta milu,bogor,neutral
482,2022-06-30 18:50:59+00:00,capres calon presiden kerja nya nol gede calon nilai kerja nya kerja jabat yg bukti tepat janji yg nol prestasi presiden yg bawa sengsara rakyat indonesia nilai dasar fakta,bogor,negative
483,2022-09-30 04:50:47+00:00,gpp monggo krn gak langgar atur keaadaaan aja milu depan dinamika politik jd pikir positif baik sangka republik adlh putra baik bgsa kt,yogyakarta,positive
484,2022-03-29 06:55:42+00:00,udah pantes bgt presiden nih,jakarta ,positive
485,2022-03-28 03:53:09+00:00,janji kecuali bpk presiden, jakarta,neutral
486,2022-02-28 00:02:49+00:00,moga tum partai pikir bu mega tum demokrasi pancasila mpr pilih presiden amp tetap gbhnpphn insyaallah tuju dgn mpr pilih presiden capres,jakarta ,positive
487,2023-01-31 14:25:34+00:00,moga presiden rendah hati ya hindar nunjuk telunjuk tangan kiri tangan kanan,malang,positive
488,2022-02-26 09:16:24+00:00,tdk nasi bubur tum partai yg minus kandidat pesimistis utk milu dg alas harap rakyat negara urus yg gagas nasional utk negeri track record yg nyata sesuai dg janji,jakarta ,neutral
489,2022-02-25 16:29:03+00:00,milu undur pandemi amp krisis ekonomi yg depan tes baik kandidat,semarang,neutral
490,2023-01-31 15:22:34+00:00,ya emang janji politik nggak konsekuensi hukum paling konsekuensi sosial janji politik anies konteks pilpres cmiiw tulis warganet,jakarta,neutral
491,2022-09-30 11:37:34+00:00,mmgnya rawan anggota pdip jd mesti ijin nalar pendek yaa ntr plg kampung mo bikin ganjar presiden,bandung,negative
492,2022-02-24 06:36:50+00:00,dgn alam giring pimpin moga calon pilpres,jakarta,positive
493,2022-01-24 22:40:26+00:00,pilpres hoax ampujaran benci penuh medsos perintah biarkanlamban tangan gelinding spt bola salju sbg pimpin rakyat presiden tunjuk sikap dgn bicara tdk serah kpd tegak hukum,jakarta,neutral
494,2022-02-28 04:07:58+00:00,calon independen utk capres milu pilpres doang pileg pilkada tinggalin aja partai yg utk milu,jakarta,neutral
495,2022-08-31 14:53:22+00:00,tuju aja sih capreswapresnya airlanggahehe,yogyakarta,positive
496,2022-06-30 17:39:16+00:00,nih lanjut gelombang anies baswedan hancur rezim laknatullah negeri nya bpk presiden ri,jakarta,negative
497,2022-01-28 08:46:56+00:00,mantap hasil survei charta politika indonesia nilai peluang raup suara pilih presiden wakil presiden,jakarta,neutral
498,2022-11-26 23:44:10+00:00,tp lawan kpu curang pakai hitung cepatquick count tdk salah inputkan tuntas konflik pilpres kpu brsm bawaslu konflik pilpres bawa mk pradugagt mk condong capres fihak kuasa tnipolri sikap netral,jakarta,neutral
499,2022-02-26 06:18:00+00:00,kerucut ganjar pranowo capresnya iya iya masak kagak sih,jakarta ,neutral
500,2022-06-27 05:21:37+00:00,dar ramai lomba serta deklarasi sandiaga uno sukses pilpres harap bangkit ekonomi masyarakat indonesia,depok,positive
501,2022-06-23 05:59:01+00:00,jalan arah presiden joko widodo jajar dpt dukung sepenuh kait anggar personel amp logistik milu jalan kualitas dengar aspirasi rakyat,bandung,neutral
502,2022-01-31 00:13:02+00:00,bismillah koalisi dukung presiden yuk partai silah gabung,jakarta,positive
503,2022-02-28 23:07:26+00:00,kwatir masya duit tdk biar tanggung partai pserta milu smua partai kudu urun milu pilpres kudu tanggung msg capres smakin byk partai mk anggar negara unt biaya milu smakin bengkak jd partai dirio,jakarta,neutral
504,2022-11-27 00:48:05+00:00,konsisten visi misi tahan beliau debat capres tiga pilpres,bandung,neutral
505,2022-10-31 16:36:23+00:00,usul bang adil koalisi bentuk gimana capres anies damping wapres wapres i wapres ii keren khan, surabaya,neutral
506,2022-04-21 07:43:49+00:00,ya demo,bandung,neutral
507,2022-07-30 01:42:17+00:00,tanggap fx rudy bawa foto gunung sai doa mosok amin aye mah langsung aminin insyaallah ijin allah swt jdi presiden aamiin yra klik baca,depok,positive
508,2022-07-30 04:13:49+00:00,ganjar ga potong presidensetahu ganjar gubernur dg nol prestasikalau bokep sya ga tauapa bener hobi nonton bokep eh idiologi ganjar,bandung ,negative
509,2022-02-27 22:23:21+00:00,jokowi biar istirahat beliau biar tokoh pilih rakyat pilpres pimpin sesuai konstitusi,depok,neutral
510,2022-03-30 03:21:51+00:00,mantaabbb jokowi jaga sehat doa moga mas anies baswedan yg ganti presiden aamiin yaa robbal alaamiin,jakarta,positive
511,2022-07-31 23:46:23+00:00,calon pimpin tunduk patuh atur allah subhaanahu wa taalasaya dukung pilih diasiapapun orang,jakarta ,positive
512,2022-01-29 13:12:17+00:00,mantul iki capres yg rakyat,surabaya,positive
513,2022-10-31 05:53:12+00:00,loe kali yg stres loe pikir anies udh resmi capres tong mikir loe koalisi blom,tangerang,negative
514,2022-09-26 13:00:01+00:00,pdip dukung puan maharani maju pilpres sukses deh bu puan puan harap rakyat,bogor,positive
515,2022-09-30 22:59:41+00:00,ingat anies suka silat lidah omong gk pegang prabowo jd capres anies gk jd capres,jakarta,negative
516,2023-01-30 23:17:41+00:00,bukti jgan lo bilng hoax nya tolol,jakarta,negative
517,2022-05-24 10:40:52+00:00,rakyat cerdas nilai era reformasi momentum indonesia diktator fakta pilpres philipina pilpres yg reformasi mandeg krn antek orba kuasa,jakarta,negative
518,2022-02-27 01:38:07+00:00,isu bodoh azan sanding gonggong anjing pilpres tunda mau,malang,neutral
519,2022-03-26 14:35:19+00:00,butuh umat islam calon presiden menghianatinyamana bela umat islam tokoh islam diobok obok hina adu domba,jakarta,negative
520,2022-12-31 07:57:18+00:00,bilang presiden masalah jakarta mudah atas,jakarta,neutral
521,2022-08-31 09:51:45+00:00,alhamdulillah pimpin jakarta bebas banjir maksud banjir bebas pas musim kemarau moga presiden,jakarta,negative
522,2022-08-29 23:12:44+00:00,sisi komunikasi politik ekonomi sosial budaya hrus matang tingkat global nasional lokalitas fenomena presiden gema krn masyarakat nilai yg yg ngak bangun bangsa negara anis, jakarta,positive
523,2022-02-27 14:21:45+00:00,wacana jabat ganjar peluang capres,jakarta,neutral
524,2022-06-29 14:02:25+00:00,kanan urus politik ah nyapreskah apesbakalan capres abadi sebabkrn pelihara dukun gembul eehhada pawang kutu janggut stress jedot umbul ciaaann dech kek yg nasib,yogyakarta,negative
525,2022-06-30 23:55:55+00:00,diri partai calon presiden ri,bandung,positive
526,2022-05-28 04:52:28+00:00,moga pilpres anies ahy oleh suara atas jujur adil transparan inshaallah,banten,positive
527,2022-07-31 07:35:55+00:00,achtung achtung anak perempuan hijab dukung anies capres cc,jakarta ,negative
528,2022-12-30 10:49:57+00:00,tanda tanda pilpres bener ga bro,bandung,neutral
529,2022-08-31 15:39:42+00:00,insyalloh anis maju presiden indonesia,jakarta,positive
530,2022-07-19 19:22:13+00:00,fungsi presidential threshold salah satu stabil perintah presiden,jakarta,neutral
531,2022-07-31 03:56:29+00:00,pilih lihat kontestasi ya moga amanat menang jagoin orang ga presiden gita wirjawan,malang,positive
532,2022-06-30 08:21:38+00:00,gin presiden rakyat bikin ribetada istilah bikin mudah bikin ribet nasiprakyat,jakarta,negative
533,2022-11-30 14:12:40+00:00,heboh kuat politik jokowi pilpres,jakarta,neutral
534,2022-03-31 01:50:32+00:00,rawan tambah dukungansemoga jafi doa masyarakat kuat dukung pilpres,bogor,positive
535,2022-08-30 11:54:19+00:00,nggak risih ya main ras gin cucu pahlawan nasional bro,bandung,negative
536,2022-07-31 23:37:37+00:00,kawula muda jateng deklarasi dukung ganjar sandi sape aje dahyg dampingin yg presiden nya,depok,positive
537,2022-01-26 08:20:42+00:00,bangsa tangan sahabat loh jaga milu jaga demokrasi wujud adil milu salam awas, malang,neutral
538,2022-08-30 00:22:47+00:00,ganjar sosok rakyat moga jalan mulus pilpres,jakarta,positive
539,2022-04-25 04:43:16+00:00,tinjau lokasi bakar pasar gembrong anies riak calon presiden polri andika rossa,jakarta,neutral
540,2022-12-30 00:50:36+00:00,baran belakang layar capres ngerahkan sajaduduk debat visi misi depan kayak anak tk cari teman,jakarta,neutral
541,2023-01-29 03:05:30+00:00,gw fans anistapi liat laku tolol dukung ganjar suka fitnah adu dombajadi gerah jugaok gitu gw ngga golput,bandung,negative
542,2022-05-29 11:20:48+00:00,emang presiden langsung anak gubernur ada bukti keluarga presiden korupsi proyek mangkrak be smart tikus,yogyakarta,negative
543,2022-05-31 13:19:57+00:00,gubernur yg tdk mndptkan wtp presiden bgmn dg gubernur yg sllu panen wtp smakin peluang krn wtp mrpkan barometer seorg pimpin dlm kelola uang negara mmg ok, jakarta,positive
544,2022-01-27 13:57:20+00:00,nyapres hak warga negara nyapres prabowo nafsu nyapres yg kali bangsa negarawan nasehat presiden,bandung,negative
545,2023-01-31 10:50:20+00:00,moga pilpres besok pilgub jakarta penuh isu sara,jakarta,positive
546,2022-07-29 14:24:26+00:00,butuh sosok yg pecah belah suara pemiluagar konsentrasi kontestan unggul,depok,neutral
547,2022-03-31 07:19:26+00:00,pimpin indonesia jabat presiden,bandung,positive
548,2022-01-29 08:31:56+00:00,optimis kang dukung kang emil pilpres,semarang,positive
549,2022-11-27 12:41:56+00:00,barangkali salah rakyat pilih langsung pilpres dkk moga hak rakyat nkri, jakarta,positive
550,2022-05-24 12:39:55+00:00,sandiaga uno with ganjar auto win as double combo,jakarta,positive
551,2022-11-30 12:35:25+00:00,manusia maniak psikopat wan bacot kibul bahaya kalo presiden amburadul tatanan negara, surabaya,negative
552,2022-08-29 01:47:23+00:00,emang presiden yg pilih pilih partai nya aja pdip ganjar,yogyakarta,negative
553,2022-01-26 07:17:11+00:00,dasar mental garong gak bayar royalty black pink hak cipta org sikat presiden wtf,jakarta ,negative
554,2022-02-26 00:23:30+00:00,usul kerja presiden panjang yg ada ngada demokrasi klo ruang demokrasi tutup pancasilais radikal tuju kmu kerja panjang,bekasi,negative
555,2022-08-31 10:16:25+00:00,iya dukung presiden,yogyakarta,positive
556,2022-12-31 02:49:03+00:00,butuh iya tp kapasitas akademis sesuai kapasitas k ahlianny kl presiden biar nga sanggup, jakarta,neutral
557,2022-09-30 07:05:11+00:00,patriark feodalism negara nenek moyang anak mantan presiden cucu proklamtor bangsa filosofi cina turun bangun turun kembang yg tiga menghabiskanmenghancurkan awas,bandung,negative
558,2022-07-31 23:43:12+00:00,tetap visi misi amp program presiden pilih gbhn anggar pilpres amp pilkada alih bonus partai yg calegnya lenggang senayan sbg ganti biaya kampanye yg rawan keluar sembako dgn sindir presiden amp, jakarta,neutral
559,2022-09-30 20:31:32+00:00,manusia datang yg jiwa hati indonesia palestina napsu presiden indonesia sungguh waras waras pribumi lokal dukung maju pilpres indonesia budak arab,jakarta,negative
560,2023-01-31 04:53:31+00:00,baca paradoks indonesia pikir pikir maju pilpres gagas ide tulis perihal ekonomi relevan rangka baik ekonomi indonesia mohon tegur kader,jakarta  ,neutral
561,2022-04-30 18:59:03+00:00,lucu ya yg kebelet presiden dukung yg panas fix ya peluang anies presiden drpd ganjar,surabaya,negative
562,2022-07-27 09:11:32+00:00,moga pilpres menang anis baswedan tata indonesia profesional dasar integritas komitmen arah polisi pilih kapolri integritas akhlak wibawa,jakarta,positive
563,2022-07-27 23:28:57+00:00,masya alloh moga jalan lancar sukses pimpin nkri pilpres aamiin,depok,positive
564,2022-07-25 02:00:01+00:00,mandat politik mega puan persiaapan pilpres moga depan pimpin dg puan pimpin alam,semarang,positive
565,2022-01-31 09:50:45+00:00,sosok terus joko widodo moga pilpres presiden ganti joko widodo bersikan indonesia mental korupsi kerja kerja kerja,bandung,positive
566,2022-07-24 14:42:14+00:00,moga buka mata elite pdipbahwa kader suka rakyat layak maju pilpres,surabaya,positive
567,2022-07-31 18:01:56+00:00,absurd hubung pakai jilbab menang pilpres anak anak sby gak pakai jilbab beliau pilih periode,malang,neutral
568,2022-06-30 05:28:22+00:00,insyaa allah presiden indonesia nya negara satu adil makmur sejahtera indonesia bertaqwa,bogor,positive
569,2022-02-22 17:26:47+00:00,ganjar amanat jd presiden papua barat mesti tolong khusus sdm papua asli yg lemah beda dg papua tdk daya dr gerogot sakit internal tekan masif eksternal dg hegemoni uang politik budaya,yogyakarta,neutral
570,2022-03-31 03:55:07+00:00,ya moga bpk getar hati nurani antero nusantara utk dukung beliau sbg presiden ri, surabaya,positive
571,2022-04-25 13:05:11+00:00,nasionalis pecah kelompok kelompok capres lenggang mudah gigit jari ayo satu indonesia, semarang,neutral
572,2022-06-24 09:49:19+00:00,kerja jabat jabat menteri bukti sukses yg percaya hasil erick thohir dongkrak elektabilitas pasang dlm skenario simulasi pilpres,yogyakarta,positive
573,2022-06-29 12:22:52+00:00,damba salah kandidat kontestansi pilpres sosok komplit yakin persis visi jokowi nkri lawan debat berat capres moga dukung beliau kenan turun gelanggang,jakarta ,positive
574,2022-01-30 04:45:56+00:00,dukung maju pilpres arus lang dengar mengakomodir masyarakat cinta harap ganjar presiden realisasi,jakarta ,positive
575,2022-11-30 16:08:12+00:00,prabowo presidenpara kader aminnoposisipun keceewa,jakarta,neutral
576,2023-01-31 16:33:52+00:00,bungul ngehoax gaya daulat jd tokoh baik kwalitas didik lawong angka putus sekolah jateng aja th sok ngomongin mutu prettt ganjar gak prestasi banggain koplak,bandung,negative
577,2022-07-24 10:34:14+00:00,please moga bu sus maju pilpres, malang,positive
578,2022-05-10 07:27:38+00:00,hebat mesin buzzer nya organisasi parpol bas agama tekan konten om ragil tema ragil sih nyenggol salah pageant daerah ungsi timteng politik oh politik,jakarta,negative
579,2022-02-23 09:37:53+00:00,tuju biar ganjar capres anis pres nya,bandung,negative
580,2022-02-27 23:42:03+00:00,partai politik relevan klw bilang milu tunda silah tunda pilpres ganggu konstitusionaljangan haus kuasa karna langgar,jakarta,neutral
581,2022-01-18 08:34:14+00:00,politik indonesia transformasi digital politic battlefield nya pilpres media digital social media sadar capres amp cawapres jgn pasang baliho yg gede pinggir jalan gak, surabaya,neutral
582,2022-04-29 23:58:37+00:00,mohon maaf ngg dulukrn blm maju tdku pilpres nunggu calon u yg tu ggu pilih yg lainu banding maaf,jakarta,neutral
583,2023-01-29 11:38:43+00:00,kesi ya modal citra kosong,malang,negative
584,2022-02-28 10:05:53+00:00,joss terus baik presiden,jakarta,positive
585,2022-09-29 03:25:45+00:00,deklarasi dukung sembako kalo buzzerp cebong gembira kuasa masuk langgar milu nggak yaterus emang nggak butuh dana yadananya darimana kalo nggak yg usung rugi,bandung,neutral
586,2022-08-31 21:34:04+00:00,halusinasi partai aza tdk gmn bs jdi presiden haaaaaaaaaa haaaaaaaaaa haaaaaaaaaa,tangerang,negative
587,2022-12-31 19:09:34+00:00,moga demokrat mantap semangat dlm konsolidasi menang rakyat menyakini demokrat menang milu menang pilpres anggota simpatisan demokrat simpatisan partai,tangerang,positive
588,2022-05-28 22:43:36+00:00,ken banget nagih janji orng yg topeng kadrun milu janji gak import janji gk nambah utang janji gk kuasa janji ekonomi atas janji rb tril janji harga murah janji asemca kangen demo, jakarta,negative
589,2022-09-30 07:31:01+00:00,aspek negara benah pilih presiden ri periode beres sdm jabat negara tegak hukum,bekasi,neutral
590,2023-01-31 09:49:42+00:00,presiden aja bantu masyarakat blm lg yg ga tau bantu off the record,jakarta,positive
591,2022-03-01 02:17:18+00:00,milu tunda perang tunda,tangerang,neutral
592,2022-12-31 07:55:36+00:00,pencapresan subianto tum gerindra calon hendak kader partai calon beliau orang nomor indonesia,jakarta,neutral
593,2022-10-30 17:05:43+00:00,mimin dah ya dah x pilih gilir kasih kesempata yg ya mimin moga ps jdi clon presiden,malang,positive
594,2022-09-29 10:54:43+00:00,pilih anies beliau jujur kerja selesai kerja penuh janji kampanye,bandung,neutral
595,2022-06-14 15:22:20+00:00,tahap milu,tangerang,neutral
596,2022-07-31 13:15:58+00:00,dapet amplop langsung bu mega isi tiket caprescawapres bareng mampus tuh buzzer kadrun hahahaha,jakarta,negative
597,2022-11-30 16:33:33+00:00,puan maharani ketua pdip megawati soekarnoputri kantong nama calon presiden usung pdip pilpres,depok,neutral
598,2022-09-30 13:24:50+00:00,anjriit lg yg diblock sm buzzermu yg ngeblock kalah argumentasi presiden kalo pelihara buzzer yg lot nalar,jakarta ,negative
599,2022-11-26 01:32:43+00:00,bismillah anies ahy insyaallah menang pilpres,yogyakarta,positive
600,2022-10-30 01:23:38+00:00,calon mnjd presidenkok citra lebih presidenhayooo pakudh restuin partai bpk bom kalo mah ga maju pakkepedean diahehehe,depok,negative
601,2022-08-31 15:38:22+00:00,calon cuman prabowo vs anies mending milih prabowo beliau bener selektif milih menteri bawah,jakarta ,neutral
602,2022-04-21 02:40:11+00:00,presiden wapres patuh konstitusi tunda milu periode,yogyakarta,neutral
603,2022-04-21 05:47:35+00:00,waspada provokator negara bangkit,jakarta,neutral
604,2023-01-31 10:43:03+00:00,kali juang menang pilpres atmosfer uap momentum pulih reputasi to be the king maker not a player, jakarta,neutral
605,2022-05-31 16:05:50+00:00,mas biidznillah jd presiden ri tulis harap masyarakat tl,tangerang,neutral
606,2022-05-27 04:15:37+00:00,bawa panji panji partai wujud cita cita jadi presiden partai gerindra menang milu,bandung,positive
607,2022-06-30 23:52:22+00:00,kawal rapat baris presiden,depok,positive
608,2022-09-27 02:34:42+00:00,wasis aksi sindir partai bangun kultur demokrasi sehat kritik kritik sifat personal,jakarta ,neutral
609,2022-01-31 00:53:41+00:00,anda yg gugur putra kandng bpak menhan yg doyan jual radikal radikul mulu sbgai wapres ng kong bgm sbgai presiden,yogyakarta,negative
610,2022-01-28 00:07:25+00:00,marah doang ltlt bungkam leceh public nyinyir perintah kenceng prabowo mulia presiden jokowi,depok,negative
611,2022-12-31 05:35:23+00:00,kalo lu presiden rumah nenek mega aja yg lu renovasi wkwkwkw bokep bokep laku,tangerang,negative
612,2022-05-31 04:37:24+00:00,hya saran kandidat tarung capres dll jiwa nasionalis mghargai dmokrasi fairlah tuk calon pilpres threshold kembali oligarki,surabaya,neutral
613,2022-02-25 13:31:29+00:00,presiden laksana pemiu sesuai jadwal saran yg rusak prestasi yg dicapaimerupakan yg lumrah presiden menyiapkanmerestui capres yg sesuai visi cc,jakarta,neutral
614,2022-01-31 09:32:19+00:00,pantes yg nggak tuju beliau presiden pasti golong yg suka nilep uang rakyat,surabaya ,negative
615,2022-09-27 10:28:01+00:00,ramah cilik tambah cucu presiden ri layak maju pilpres bismillah komisaris,jakarta,positive
616,2021-08-02 04:10:26+00:00,jabat jabat laksana gubernur walikotabupati yg menteri negeri kalang mana ambil non partai,bogor,neutral
617,2022-08-30 23:42:35+00:00,yg butuh rakyat parte karna sistem milu yg dsepakati rakyat g butuh parte klo sistem milu d ubah dgn sistem ja parte butuh rakyat parte rakyat,bandung,negative
618,2022-07-31 15:25:53+00:00,donk batas partaiindividual calon pilpres,tangerang,neutral
619,2022-10-31 04:59:48+00:00,wuih keren neh insya allah presiden bang catat,jakarta ,positive
620,2022-05-31 22:51:39+00:00,maju jalan grak kl maju nyapres ya silah kl kalah kayak yg udah udah ya ngambek,jakarta,neutral
621,2022-03-31 10:03:13+00:00,pilih x serius murni pure pilih rakyat asa byk berita medsos bgmn kumpul suara dg tdk elegan amp tdk scr kesatria tutup mata looo dg berita hitung suara hsl milu rakyat tdk bodoh tdk daya,depok,negative
622,2022-03-30 15:55:13+00:00,masyarakat jakarta bangga gubernur moga masyarakat indonesia bangga presiden terimakasih goodbener,jakarta ,positive
623,2022-06-29 01:46:24+00:00,kasi gua liat lu drun udh banggain ehh yg dukung partai tanda nya drun yg lu pamerin gk guna karna lebih bayar jd gubernur aja lebih bayar gimana jd presiden idihh amit dah jd bahan korup jamaah lg, jakarta,negative
624,2022-03-26 13:44:12+00:00,ayooo sosok ayah presiden cocok ganti pa jokowi milenial jabodetabek bersmaa abdi negeri,bekasi,positive
625,2022-08-30 03:55:30+00:00,usaha kesan kalo kawan dng orang yg keburu bongkar biar anggap olah jahat jahat buruk setnov poto dr presiden senator pngsha dll mrk koruptor,jakarta,neutral
