datetime,username,content,location,label,locations,sentiment,labels
2022-11-30 22:03:50+00:00,EDHARIS3,@FerdinandHutah6 @Mars_Sahsa @aniesbaswedan @DivHumas_Polri Silahkan pilih presiden Yaman tapi presiden Indonesia harus tetap orang Indonesia asli.,jakarta,negative,jakarta,silahkan pilih presiden yaman presiden indonesia orang indonesia asli,negative
2022-03-26 16:18:50+00:00,AlGhuyub,"@OposisiCerdas 1 hal, KEADILAN diperjuangkan? Klu hnya janji2 doang sih smua orang bisa, gw pendukung militan @prabowo sejak beliau Cawapres hingga Capres SANGAT KECEWA melihat ketidakadilan dipertontonkan oleh anak2 bangsa negeri ini.",bandung,negative,bandung,keadilan diperjuangkan klu hnya janji doang sih smua orang gw pendukung militan beliau cawapres capres kecewa ketidakadilan dipertontonkan anak bangsa negeri,negative
2022-09-25 07:24:07+00:00,denonell231566,"@DrEvaChaniago Luar biasa rakyat Indonesia sdh semakin matang dlm menentukan sikap, semoga tdk ada lagi rekayasa KPU untuk PILPRES",depok,positive,depok,rakyat indonesia sdh matang dlm menentukan sikap semoga tdk rekayasa kpu pilpres,positive
2022-11-24 07:00:00+00:00,CintyaFristi,"Wah baunya2 pak @erickthohir mendapat restu Presiden Jokowi menuju Pilpres 2024. 
Soalnya pak ET menjadi orng yg dipercaya utk ketuai acara Mas kaesang, semoga kita sgera dpt kabar yg baik, aamiin, Menteri Andalan 

#RestuJokowi https://t.co/0isNOFil6V",jakarta ,positive,jakarta ,baunya restu presiden jokowi pilpres et orng yg dipercaya utk ketuai acara mas kaesang semoga sgera dpt kabar yg aamiin menteri andalan,positive
2022-06-29 14:02:25+00:00,KaredokLeunca__,"Balik kanan dulu ke urusan Politik ah,
@Prabowo masih mau nyapreskah?
Apes..bakalan jadi Capres Abadi,apa sebab?Krn masih pelihara dukun gembul @FadlizonðŸ˜‚
Eehh...ada pawang kutu berjanggut yang lagi stress kejedot umbul2,ciaaann dechðŸ˜…
@ganjarpranowo keknya yg bernasib baikðŸ‡®ðŸ‡©",jakarta,negative,jakarta,kanan urusan politik ah nyapreskah apesbakalan capres abadi sebabkrn pelihara dukun gembul eehhada pawang kutu berjanggut stress kejedot umbul ciaaann dech keknya yg bernasib,negative
2022-12-29 13:47:44+00:00,HermanWSutisna1,"@azissubekti @prabowo @Gerindra Baru sekali terjadi dlm sejarah pilpres di republik ini ketika ribuan orang relawan bukan hanya korbankan waktu,tenaga, &amp; pikiran tapi juga korbankan uang. Tapi nilai perjuangannya sia2 krn calon yg didukung ternyata berserikat dengan lawan politiknya.",yogyakarta,neutral,yogyakarta,dlm sejarah pilpres republik ribuan orang relawan korbankan tenaga amp pikiran korbankan uang nilai perjuangannya sia krn calon yg didukung berserikat lawan politiknya,neutral
2022-03-31 11:52:17+00:00,BennyKeef,"Pa kenapa ga bilang ""tidak akan mau 3 periode karena melanggar konstitusi, jika konstitusi diubah jadi 3 periode, saya tidak setuju &amp; tidak akan menjadi Capres di 2024, saya tidak setuju pemilu ditunda, 2024 harus tetap ada pemilu dan pilpres"" ngomong gitu kok susah banget Pa?", jakarta,neutral, jakarta,pa ga bilang periode melanggar konstitusi konstitusi diubah periode setuju amp capres setuju pemilu ditunda pemilu pilpres ngomong gitu susah banget pa,neutral
2022-12-31 06:18:11+00:00,Ayong32516903,"@AyamSegar3 @aniesbaswedan Lucu sih, presiden samain mantan gubernur,dasar otak cebong di dengkul",surabaya,negative,surabaya,lucu sih presiden samain mantan gubernur dasar otak cebong dengkul,negative
2023-01-29 13:26:07+00:00,L_Man27,"@ch_chotimah2 @ganjarpranowo @prabowo @aniesbaswedan @NasDem Dan anehnya para pendukung Ganjar gak henti hentinya menjelek jelekkan pak Anies, padahal kalian bilang survei nya anjlok.
Kurang gila apa Kelen coba?", malang,negative, malang,anehnya pendukung ganjar gak henti hentinya menjelek jelekkan anies bilang survei nya anjlok gila kelen coba,negative
2022-05-31 15:04:16+00:00,hendra_roestoe,"@aniesbaswedan @bpkri MasyaAllah ðŸ˜ðŸ˜
Tugas Pak. @aniesbaswedan tinggal membenahi Negara ini supaya tidak carut marut.
Bismillah Pak. Anies Baswedan Next President of RI ðŸ‡®ðŸ‡©",bandung,positive,bandung,masyaallah tugas tinggal membenahi negara carut marut bismillah anies baswedan next president of ri,positive
2022-12-26 11:16:03+00:00,ahmadshrl30,@GanjaranApp Semoga aja bisa terkabul doa himpunan santri Nusantara dan pak Ganjar Pranowo bisa maju di pilpres 2024 dan menjadi presiden RI ke 8,bandung,positive,bandung,semoga aja terkabul doa himpunan santri nusantara ganjar pranowo maju pilpres presiden ri,positive
2022-08-31 13:42:17+00:00,BejeDesain,"mau nyapres?
Emang dia punya partai?
Minimal capres itu ketum partai..klu gak kader partai baru dpt jatah nyapres..
Ini duit gak punya..partai gak Gablek..klupun ada partai dukung.
Hanya partai tolol.",jakarta,negative,jakarta,nyapres emang partai minimal capres ketum partaiklu gak kader partai dpt jatah nyapres duit gak punyapartai gak gablekklupun partai dukung partai tolol,negative
2022-05-29 08:32:31+00:00,supahamkhendy1,"@Foo_Tony13 @Jonidi19 Bapak @Foo_Tony13 yg terhormat dan yg saya hormati,biarpun bapak tidak minta di hormati , namun kewajiban saya tetap menghormati bapak, seperti  saya menghormati keputusan @prabowo ( capres yg anda dukung matikan) bergabung dengan pemerintahan @jokowi",jakarta,negative,jakarta,yg terhormat yg hormati biarpun hormati kewajiban menghormati menghormati keputusan capres yg dukung matikan bergabung pemerintahan,negative
2022-09-30 10:54:22+00:00,ezra_ekofebri,@ekowboy2 Apa sih tujuannya membanggakan kinerja @aniesbaswedan ??? Tetap saja gak akan bisa dia jadi pemimpin apalagi jadi Presiden RI. Tidak akan bisa. Percuma. Masih banyak yang kinerja nya lebih baik ðŸ‡²ðŸ‡¨ðŸ’ªðŸ½ðŸ˜‚ https://t.co/MXDDNuLgrJ, jakarta,negative, jakarta,sih tujuannya membanggakan kinerja gak pemimpin presiden ri kinerja nya,negative
2022-01-31 10:14:36+00:00,NovitaS08789871,"@francmohede @aniesbaswedan Saatnya Indonesia dipimpin oleh orang cerdas, berwibawa, adil, tegas.", jakarta,positive, jakarta,indonesia dipimpin orang cerdas berwibawa adil,positive
2022-06-26 09:57:08+00:00,rafa_karel,"@_ekokuntadhi Semuanya demi ambisi pilpres 2024 nanti, cari nama dan sensasi . Ini yang namanya pencitraan , semoga rakyat semakin cerdas memilih pemimpin di 2024 nanti",jakarta,positive,jakarta,ambisi pilpres cari nama sensasi namanya pencitraan semoga rakyat cerdas memilih pemimpin,positive
2022-01-27 07:42:45+00:00,fajaronline,"Jangan Sampai Rakyat Terbelah, Golkar Siap Kawal Tahapan Pemilu 2024 https://t.co/dynzUSuqwD #golkar #Pemilu2024",jakarta,neutral,jakarta,rakyat terbelah golkar kawal tahapan pemilu,neutral
2022-07-24 16:34:27+00:00,RFebriono,"@ChusnulCh__ Semoga beliau betul2 mempersiapkan diri, merancang,menelisik,menganalisa,mengkalkulasi bersama ahli2 dan siap mengeksekusi segala kebijakan baik untuk bangsa kala berkontestasi dlm pilpres.",jakarta,positive,jakarta,semoga beliau merancang menelisik menganalisa mengkalkulasi ahli mengeksekusi kebijakan bangsa berkontestasi dlm pilpres,positive
2022-05-29 01:39:20+00:00,Dihandri1,@ganjarpranowo Entar jika jadi Presiden tetap dekat rakyat ya Pak,tangerang,positive,tangerang,entar presiden rakyat ya,positive
2022-03-28 05:01:54+00:00,Yadikhanza11,Alasan doang yang mau menunda pemilu itu demi kelancaran sendiri #PemiluSerentak2024,semarang,negative,semarang,alasan doang menunda pemilu kelancaran,negative
2022-02-28 05:18:20+00:00,kiahaly,"Waktu banyak pihak mengusulkan penundaan pilkada 2020 lalu dgn alasan wabah Covid, tp alasan tsb dibantah. Skrng mereka menggunakan alasan Covid utk menunda pelaksanaan pilpres 2024..
Kebaca kepentingan sesat kalian ini.  https://t.co/h3bWoWvwFd",tangerang,negative,tangerang,mengusulkan penundaan pilkada dgn alasan wabah covid tp alasan tsb dibantah skrng alasan covid utk menunda pelaksanaan pilpres kebaca kepentingan sesat,negative
2022-11-30 12:51:32+00:00,Lufitasari__,"@GanjaranApp Wih mantep nih semoga dengan banyaknya dukungan untuk Pak Ganjar Pranowo, bisa membuat Pak Ganjar Pranowo ditunjuk untuk maju di pilpres 2024",depok,positive,depok,wih mantep nih semoga banyaknya dukungan ganjar pranowo ganjar pranowo maju pilpres,positive
2022-11-30 15:04:15+00:00,AndreGa78981078,"@tukangrosok___ @wulandari_erian Buktikan Pak,Kalau bapak tidak pakai politik identitas Radikalisme di Pilpres, Sekarang  th2022,Politik ada cara untuk mendapatkan kekuasan Untuk kepentingan bisa saja dg mulut janji manis di suarakan untuk mendapatkan Pecitraan diri Cara Kesuksesan masa lalu bisa di ulangi lagi",semarang,neutral,semarang,buktikan pakai politik identitas radikalisme pilpres th politik kekuasan kepentingan dg mulut janji manis suarakan pecitraan kesuksesan ulangi,neutral
2022-07-31 04:53:41+00:00,m4sf13,"@DokterTifa @jokowi @aniesbaswedan @ridwankamil Kandidat capres yg bagus hanya Anies dan Ridwan K. Yg lain, sepertinya hanya menang di sosmed aja.

Apalagi anak titipan oligarkhi yg hy bs bentak2 kayak Singkek.",yogyakarta,negative,yogyakarta,kandidat capres yg bagus anies ridwan k yg menang sosmed aja anak titipan oligarkhi yg hy bs bentak kayak singkek,negative
2022-07-31 18:45:30+00:00,Bahana36723795,"@ekowboy2 #TangkapFerdySambo ,

Kau bilang apa pun pokoknya pada 2024 nanti yg terpilih jadi presiden tetap orang Jawa. @prabowo atau @ganjarpranowo .",malang,neutral,malang,kau bilang pokoknya yg terpilih presiden orang jawa,neutral
2022-03-30 01:37:49+00:00,Hendri_Mantis,"@emprosay Waduh kok @provjateng yaaaa ? Padahal banyak org pintar di jateng sayangnya mrk tdk mampu berbuat banyak terkendala sistem, bukankah mas @ganjarpranowo digadang2 capres 2024 ? Dlm kondisi neg banyak hutang saat ini patut diragukan ...ðŸ˜­ðŸ˜­ðŸ¥±",semarang,negative,semarang,yaaaa org pintar jateng sayangnya mrk tdk berbuat terkendala sistem mas digadang capres dlm kondisi neg hutang patut diragukan,negative
2022-06-30 12:00:27+00:00,IJimbonk,@sutomoagus92 @ChusnulCh__ @aniesbaswedan Ya deh yg suka capres suka film.cabul..di wariskan aja kesukannya ke anak istri yak.., jakarta,negative, jakarta,ya deh yg suka capres suka filmcabuldi wariskan aja kesukannya anak istri yak,negative
2023-01-31 08:12:20+00:00,midwayers999,"@tkngsiomay @ganjarpranowo Makanya mari kita rapatkan barisan bersama wujudkan Ganjar ato Erick Thohir jd Presiden 2 periode ampe 2034 biar kadrun makin stress &amp; gilanya nambah lagi 10 thn.. Trs kadrun pada bunuh diri..
Kasian!",tangerang,negative,tangerang,mari rapatkan barisan wujudkan ganjar ato erick thohir jd presiden periode ampe biar kadrun stress amp gilanya nambah thn trs kadrun bunuh kasian,negative
2022-07-30 10:25:28+00:00,efendy_sulung,@ganjarpranowo Kasian  gini2 amat pengen jd presiden dg pencitraaan tolol wkwkwkwkwwkwkwkw mau niru kakak seperguruan nya lu pikir org masih mau milih org sok2 pencitraan kyk lu wkwkwkwkw mending nonton bokep, surabaya,negative, surabaya,kasian gini pengen jd presiden dg pencitraaan tolol wkwkwkwkwwkwkwkw niru kakak seperguruan nya lu pikir org milih org sok pencitraan kyk lu wkwkwkwkw mending nonton bokep,negative
2022-09-30 07:40:27+00:00,arwidodo,Semoga Presiden terpilih pada Pilpres 2024 nanti adalah orang yang bisa menghentikan kerusakan rejim sebelumnya dan bisa segera melakukan langkah2 koreksi. Saya yakin Prof Anies Baswedan tokoh yang tepat untuk melakukan itu.,jakarta,positive,jakarta,semoga presiden terpilih pilpres orang menghentikan kerusakan rejim langkah koreksi prof anies baswedan tokoh,positive
2022-02-27 14:32:21+00:00,raataebyy,@Humanenscent @nemzunjuseyo @jokowi @prabowo BRENGSEK ITU PRESIDEN,yogyakarta,negative,yogyakarta,brengsek presiden,negative
2022-04-29 10:31:49+00:00,RizkiR4madani,"Alasan Loyalis Perempuan Dukung Ganjar Pranowo Jadi Presiden: Pilih Makan Bekal dari Istrinya, Alasan.. Tersebut Yg Membuat Loyalitas Perempuan, Memilih Pak @ganjarpranowo Menjadi Presiden Ã°Å¸â€¡Â²Ã°Å¸â€¡Â¨ Ã°Å¸â€˜Â https://t.co/16sQzZdl5f",depok,neutral,depok,alasan loyalis perempuan dukung ganjar pranowo presiden pilih makan bekal istrinya alasan yg loyalitas perempuan memilih presiden,neutral
2022-05-28 01:02:15+00:00,Anaklabuhanbatu,Semoga Pilpres 2024 berlangsung Jujur bersih dari kecurangan. Walaupun agak mustahil tapi tak ada salahnya berharap.,yogyakarta,positive,yogyakarta,semoga pilpres jujur bersih kecurangan mustahil salahnya berharap,positive
2022-02-26 12:08:21+00:00,rudisetiawan90,"@aniesbaswedan Oh ini toh alasannya kenapa pemilu 2024 nanti mau diundur, kalau ada parpol yang mengusung mereka jadi RI 1 dan RI 2  ga akan ada saingannya Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â", jakarta,neutral, jakarta,oh alasannya pemilu diundur parpol mengusung ri ri ga saingannya,neutral
2022-11-30 13:36:40+00:00,J4B4NGB4YI,@rimah432603231 @Miduk17 @aniesbaswedan Pengangguran ngimpi presiden ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/7rwocQhjom,jakarta,negative,jakarta,pengangguran ngimpi presiden,negative
2022-11-30 13:41:29+00:00,TriBamb26541602,"Jelang pilpres saling serang.
Yg merasa kalah kebingungan. Dengan segala cara dihalalkan.
Contoh yg tak baik di pertontonkan oleh seorang presiden Jokowi yg menggiring rakyat nya untuk memilih seorang capres.",surabaya,negative,surabaya,jelang pilpres serang yg kalah kebingungan dihalalkan contoh yg pertontonkan presiden jokowi yg menggiring rakyat nya memilih capres,negative
2022-09-30 23:35:04+00:00,RazalieRazalie,"@AkuAtikaFaya @aniesbaswedan Anies ngak perlu yang model2 kampanye kampung gitu, dia sudah mendunia.  Paling2 juga ulah orang2 yang takut anies jadi presiden.",bogor,neutral,bogor,anies ngak model kampanye kampung gitu mendunia ulah orang takut anies presiden,neutral
2022-11-30 06:24:59+00:00,notfineer,@GanjaranApp Semoga apapun yg kt harapkan dipermudahkan jalannya dan sesuai dg yg kt rencanakan pak Ganjar bisa memenangkan pilpres 2024 dan menjadi presiden RI,yogyakarta,positive,yogyakarta,semoga apapun yg kt harapkan dipermudahkan jalannya sesuai dg yg kt rencanakan ganjar memenangkan pilpres presiden ri,positive
2022-06-30 12:57:39+00:00,8_FERRY_8,"@edy_siregar_77 @SBYudhoyono @jokowi Ini menggambarkan @aniesbaswedan sama @AgusYudhoyono 
Satu karbitan satu nafsuan tapi sama2 ga ngrti sejatinya pemimpinðŸ¤£

Ngimpi jadi capres,ikut pilihan lurah aj blom tentu menangðŸ¤£ðŸ¤£",depok,negative,depok,menggambarkan karbitan nafsuan ga ngrti sejatinya pemimpin ngimpi capres pilihan lurah aj blom menang,negative
2022-02-27 01:01:56+00:00,Abdul07182213,@otnayramitsme @lapakganjar @ganjarpranowo pribadi yg hebat tidak banyak mengeluh tdk juga menyalahkan Pak Jokowi apalagi minta mundur jadi presiden,semarang,positive,semarang,pribadi yg hebat mengeluh tdk menyalahkan jokowi mundur presiden,positive
2022-10-31 20:08:59+00:00,Tjah_Nd3so,"Pesan tulus dari orang kecil untuk semua atau siapa saja yang akan menjadi Presiden RI 2024.
Siapa saja yang menang, semoga yang terbaik untuk Indonesia dan Rakyat Indonesia seluruhnya, Aamiin.
@ganjarpranowo @aniesbaswedan @prabowo @puanmaharani_ri @AgusYudhoyono 
Salam. https://t.co/qAfvupvJPi", jakarta,positive, jakarta,pesan tulus orang presiden ri menang semoga terbaik indonesia rakyat indonesia aamiin salam,positive
2022-01-23 03:36:45+00:00,monitorindo,Mayoritas Masyarakat Tak Ingin Penyelenggaraan Pemilu 2024 Diundur  https://t.co/0uxF4GvAuq #Pemilu2024 #PemiluSerentak2024 #BahlilLahadalia #SurveiSMRC,jakarta,neutral,jakarta,mayoritas masyarakat penyelenggaraan pemilu diundur,neutral
2022-02-28 02:01:10+00:00,NovitaS08789871,"@damai_lubis @jokowi @aniesbaswedan Menunda pemilu Krn alasan ekonomi, tapi jor2an kekeuh ingin IKN baru walaupun ekonomi masih susah.", jakarta,negative, jakarta,menunda pemilu krn alasan ekonomi joran kekeuh ikn ekonomi susah,negative
2022-05-27 06:09:27+00:00,Anisah_poenya,@Dnok_Ayu @jokowi @ganjarpranowo Lihat @gibran_tweet jalan sama pak presiden kek santuy banget blio...kek lagi jalan sama bapaknya aja Ã°Å¸Â¤Â­Ã°Å¸Â¤Â­Ã°Å¸ËœÂ,depok,neutral,depok,lihat jalan presiden kek santuy banget bliokek jalan bapaknya aja,neutral
2022-03-29 12:31:46+00:00,_KanjengRaden,"Ganjar Pranowo Disebut Paling Layak Jadi Presiden 2024 Gantikan Jokowi.
Pastinya..!! 
Pilihanku jelas buat Pak @ganjarpranowo

No Daebat...

ðŸ™ðŸ™ðŸ™ https://t.co/DqQWfIAo4X",jakarta,positive,jakarta,ganjar pranowo layak presiden gantikan jokowi pastinya pilihanku no daebat,positive
2022-04-28 07:51:47+00:00,NdrewsTjan,"Dan sangat diharapkan 2024 tdk ada kata2 sprti ini yg keluar saat pilpres dan pilkada nanti. 

Capres2 yg main politik identitas TDK LAYAK untuk dipilih",bandung,neutral,bandung,diharapkan tdk sprti yg pilpres pilkada capres yg main politik identitas tdk layak dipilih,neutral
2022-05-27 14:10:28+00:00,banyak_z,@SahLeo_NKRI @Obay_Kusut1981 @ganjarpranowo Ya udah jadi presiden untuk jateng saja yg lain tak mau,tangerang,negative,tangerang,ya udah presiden jateng yg,negative
2022-11-08 03:56:43+00:00,c_alisyaf,Pemimpin Kelas Dunia #Prabowo #salamindonesia #gerindramenang #President #pemilu2024 https://t.co/Ihl1Zq1qlj,malang,neutral,malang,pemimpin kelas dunia,neutral
2023-01-31 13:43:00+00:00,citragiraa,@NasDem @aniesbaswedan Semakin banyak doa dan dukungan yang datang untuk pak Anies dan Nasdem semoga ini menjadikan lancarnya langkah kita menuju Pilpres 2024,semarang,positive,semarang,doa dukungan anies nasdem semoga menjadikan lancarnya langkah pilpres,positive
2022-11-30 11:54:37+00:00,ManafSamuel,"@ekowboy2 gak usah bicara reklamasi dahh...nanti dulu!ðŸ‘‹
dalam sesi interpelasi diminta bukti transferan dana formula e yg habiskan apbd trilyunan ia @aniesbaswedan tak pernahðŸ‘‹ hadir_lepas tanggung jawabðŸ˜«
tapi ambisi jadi presidenðŸ¤®
apakah uang trilyunan tsb ia gunakan utk ambisinya?ðŸ¤” https://t.co/Uix4LTyEzy", surabaya,negative, surabaya,gak bicara reklamasi dahhnanti sesi interpelasi bukti transferan dana formula e yg habiskan apbd trilyunan hadirlepas tanggung ambisi presiden uang trilyunan tsb utk ambisinya,negative
2022-11-30 09:37:45+00:00,arifinpribadi,@prabowo - @ganjarpranowo PEMILU 1 putaran Tanpa cebong Kampret ....@PDI_Perjuangan @Gerindra @jokowi @pramonoanung https://t.co/40Zz7eX2lG,jakarta,negative,jakarta,pemilu putaran cebong kampret,negative
2022-07-16 04:59:48+00:00,YudaPra85206337,"Ayo Disiplin Prokes
Jelang Pilpres 2024 Waspada Politik Identitas Yang Memecah Belah
#KPU #pemilu2024 #jagakeutuhannegara https://t.co/rYeNGBGvFf",bogor,neutral,bogor,ayo disiplin prokes jelang pilpres waspada politik identitas memecah belah,neutral
2022-03-28 04:51:47+00:00,Darmaputrackr,Siap2 secara serentak.. #pemiluserentak2024 #clixpress pengiriman waktu tepat. https://t.co/R8vIoAW3p1,jakarta,neutral,jakarta,serentak pengiriman,neutral
2022-08-30 12:42:23+00:00,sejahterahman,"@trisnowidibagus @Mdy_Asmara1701 @aniesbaswedan @ganjarpranowo Ã°Å¸Â¤Â­Ã°Å¸Â¤Â­Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š senyumin ketawain aja lah yg kaya gitu (gak ada esensinya) bro...

#2024AniesPresiden",jakarta,neutral,jakarta,senyumin ketawain aja yg kaya gitu gak esensinya bro,neutral
2022-12-30 11:20:07+00:00,ceklissatucom,"Lolos Verifikasi Faktual, Partai Ummat Akhirnya Jadi Peserta Pemilu 2024 #Pemilu2024 #KPU #PartaiUmmat https://t.co/zj5nmuvwV2",bogor,neutral,bogor,lolos verifikasi faktual partai ummat peserta pemilu,neutral
2022-06-30 18:50:59+00:00,RFauzy5,"@bumnbersatu @jokowi Capres itu Calon Presiden, Kerja nya Nol Gede ? Baru Calon kok sudah dinilai kerja nya? Kerja jadi Pejabat yg Terbukti tepati Janji cuma @aniesbaswedan yg lain Nol Prestasi termasuk Presiden yg malah membawa kesengsaraan bagi Rakyat Indonesia. Menilai berdasar fakta.",bogor,negative,bogor,capres calon presiden kerja nya nol gede calon dinilai kerja nya kerja pejabat yg terbukti tepati janji yg nol prestasi presiden yg membawa kesengsaraan rakyat indonesia menilai berdasar fakta,negative
2022-09-30 04:50:47+00:00,Christi28566166,@MrsRachelIn @ganjarpranowo @PDI_Perjuangan gpp monggo krn gak ada yang melanggar aturan masih dalam keaadaaan biasa aja apalagi pemilu masih lama dan kita tak tahu kedepan dinamika politik seperti apa jd tetap berpikir positif dan berbaik sangka kepada siapapun karena yang ada di republik ini adlh putra terbaik bgsa ktðŸ™‹â€â™‚ï¸,yogyakarta,positive,yogyakarta,gpp monggo krn gak melanggar aturan keaadaaan aja pemilu kedepan dinamika politik jd berpikir positif berbaik sangka republik adlh putra terbaik bgsa kt,positive
2022-03-29 06:55:42+00:00,endeeresta,@BantenKbn @prabowo @Kemhan_RI udah pantes bgt jadi presiden nih pak @prabowo,jakarta ,positive,jakarta ,udah pantes bgt presiden nih,positive
2022-03-28 03:53:09+00:00,sonsofanarchy74,"@OposisiCerdas Memang bapak pernah janji apa ??
Kecuali bpk jadi presiden @prabowo", jakarta,neutral, jakarta,janji kecuali bpk presiden,neutral
2022-02-28 00:02:49+00:00,Momonsimomon,"Semoga ketum partai lain berpikir seperti bu Mega ketum @PDI_Perjuangan kembali ke demokrasi Pancasila MPR memilih presiden &amp; menetapkan GBHN/PPHN. Insyaallah  @prabowo, @Gerindra ,@SBYudhoyono @PDemokrat setuju https://t.co/AWqripeTPs. Toh dgn cara MPR pilih presiden dari capres",jakarta ,positive,jakarta ,semoga ketum partai berpikir bu mega ketum demokrasi pancasila mpr memilih presiden amp menetapkan gbhnpphn insyaallah setuju dgn mpr pilih presiden capres,positive
2023-01-31 14:25:34+00:00,hery_prihantono,"@aniesbaswedan Semoga menjadi Presiden Pak @aniesbaswedan 
Selalu rendah hati ya pak, dan hindari nunjuk2 dengan telunjuk tangan kiri. Tangan kanan akan lebih baik ðŸ™ðŸ™",malang,positive,malang,semoga presiden rendah hati ya hindari nunjuk telunjuk tangan kiri tangan kanan,positive
2022-02-26 09:16:24+00:00,farimanwhk,"@aniesbaswedan Tapi tdk berarti Nasi sudah menjadi Bubur kan ?!
Karena, Para Ketum Partai yg minus kandidat pesimistis utk melakukan Pemilu 2024 dg berbagai alasan.

Harapan rakyat negara ini diurus oleh yg punya gagasan nasional utk negeri dan punya track-record yg nyata sesuai dg janji2nya",jakarta ,neutral,jakarta ,tdk nasi bubur ketum partai yg minus kandidat pesimistis utk pemilu dg alasan harapan rakyat negara diurus yg gagasan nasional utk negeri track record yg nyata sesuai dg janjinya,neutral
2022-02-25 16:29:03+00:00,fpan1886,"Pemilu tidak perlu diundur sebab pandemi &amp; krisis ekonomi yg akan berlangsung ke depannya adalah tes terbaik para kandidat
#PemiluSerentak2024  #Pemilu2024",semarang,neutral,semarang,pemilu diundur pandemi amp krisis ekonomi yg depannya tes terbaik kandidat,neutral
2023-01-31 15:22:34+00:00,Samuder53291026,"""Ya emang benar. Perjanjian politik kan nggak ada konsekuensi hukumnya. Palingan konsekuensi sosial. Lagian perjanjian politik Pak Anies kan konteksnya di Pilpres 2019, CMIIW,"" tulis warganet
https://t.co/OH1Gt0SPfn
@sandiuno 
@aniesbaswedan 
@prabowo",jakarta,neutral,jakarta,ya emang perjanjian politik nggak konsekuensi hukumnya palingan konsekuensi sosial perjanjian politik anies konteksnya pilpres cmiiw tulis warganet,neutral
2022-09-30 11:37:34+00:00,thelaw_m,@_Umamlik @ganjarpranowo Mmgnya relawan itu anggota pdip? Jd mesti ijin2? Kok nalarnya pendek yaa... ntr aku plg kampung mo bikin Ganjar presidenku,bandung,negative,bandung,mmgnya relawan anggota pdip jd mesti ijin nalarnya pendek yaa ntr plg kampung mo bikin ganjar presidenku,negative
2022-02-24 06:36:50+00:00,Milhamrivanyyy,"@Giring_Ganesha Padahal saya sangat yakin dgn pengalaman giring dalam memimpin, semoga bisa mencalonkan diri di pilpres selanjutnya ðŸ™ðŸ¾",jakarta,positive,jakarta,dgn pengalaman giring memimpin semoga mencalonkan pilpres,positive
2022-01-24 22:40:26+00:00,RustamIbrahim,"Makin dekat Pilpres 2024 makin banyak hoax &amp;ujaran kebencian memenuhi medsos. Jika pemerintah terus biarkan/lamban menanganinya, akan menggelinding spt bola salju. Sbg pemimpin rakyat Presiden @Jokowi perlu tunjukkan sikap tegas dgn bicara. Tdk cukup serahkan kpd penegak hukum.",jakarta,neutral,jakarta,pilpres hoax ampujaran kebencian memenuhi medsos pemerintah biarkanlamban menanganinya menggelinding spt bola salju sbg pemimpin rakyat presiden tunjukkan sikap dgn bicara tdk serahkan kpd penegak hukum,neutral
2022-02-28 04:07:58+00:00,henagoesra,"@Sastrofagus @korantempo @tempodotco Calon independen utk capres. Bolehlah. Kan pemilu 2024 bukan pilpres doang. Ada pileg dan pilkada juga. Makanya, tinggalin aja partai yg tidak siap utk ikut Pemilu 2024.",jakarta,neutral,jakarta,calon independen utk capres pemilu pilpres doang pileg pilkada tinggalin aja partai yg utk pemilu,neutral
2022-08-31 14:53:22+00:00,ngilerforever,@AchmadAnnama @airlangga_hrt @ridwankamil @aniesbaswedan Setuju aja sih kalau capres/wapresnya selain airlangga.hehe,yogyakarta,positive,yogyakarta,setuju aja sih capreswapresnya airlanggahehe,positive
2022-06-30 17:39:16+00:00,ZahrilLabung,"@JarnasABW Nih..ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘
Lanjutkan gelombang Anies Baswedan ini,,hancurkan rezim laknatullah negeri ini. Saat nya
#IndonesiaHarusBersamaOrangBaik untuk bpk. @aniesbaswedan
PRESIDEN RI 2024.",jakarta,negative,jakarta,nih lanjutkan gelombang anies baswedan hancurkan rezim laknatullah negeri nya bpk presiden ri,negative
2022-01-28 08:46:56+00:00,Adi_Interisti89,Mantap sekali hasil survei Charta politika Indonesia menilai @ganjarpranowo  dan @erickthohir  punya peluang besar untuk meraup suara pada pemilihan presiden dan wakil presiden 2024. https://t.co/qXFFwbYIFM,jakarta,neutral,jakarta,mantap hasil survei charta politika indonesia menilai peluang meraup suara pemilihan presiden wakil presiden,neutral
2022-11-26 23:44:10+00:00,MkRezim,"#NasDemBersamaAnies
Tp kita harus lawan jika KPU curang,
Jangan pakai hitung cepat/Quick Count,agar tdk salah Inputkan,tuntaskan konflik pilpres di KPU brsm Bawaslu.
Jika konflik Pilpres di bawa ke MK,praduga&gt; MK condong ke Capres fihak penguasa.
TNI/Polri bersikaplah netral. https://t.co/z2JovpFoew",jakarta,neutral,jakarta,tp lawan kpu curang pakai hitung cepatquick count tdk salah inputkan tuntaskan konflik pilpres kpu brsm bawaslu konflik pilpres bawa mk pradugagt mk condong capres fihak penguasa tnipolri bersikaplah netral,neutral
