datetime,username,content,location,label
2022-05-29 01:39:20+00:00,Dihandri1,@ganjarpranowo Entar jika jadi Presiden tetap dekat rakyat ya Pak,"Tangerang, Banten",positive
2022-03-28 05:01:54+00:00,Yadikhanza11,Alasan doang yang mau menunda pemilu itu demi kelancaran sendiri #PemiluSerentak2024,"Semarang, Jawa Tengah",negative
2022-02-28 05:18:20+00:00,kiahaly,"Waktu banyak pihak mengusulkan penundaan pilkada 2020 lalu dgn alasan wabah Covid, tp alasan tsb dibantah. Skrng mereka menggunakan alasan Covid utk menunda pelaksanaan pilpres 2024..
Kebaca kepentingan sesat kalian ini.  https://t.co/h3bWoWvwFd",Tangerang,negative
2022-11-30 12:51:32+00:00,Lufitasari__,"@GanjaranApp Wih mantep nih semoga dengan banyaknya dukungan untuk Pak Ganjar Pranowo, bisa membuat Pak Ganjar Pranowo ditunjuk untuk maju di pilpres 2024",Depok,positive
2022-11-30 15:04:15+00:00,AndreGa78981078,"@tukangrosok___ @wulandari_erian Buktikan Pak,Kalau bapak tidak pakai politik identitas Radikalisme di Pilpres, Sekarang  th2022,Politik ada cara untuk mendapatkan kekuasan Untuk kepentingan bisa saja dg mulut janji manis di suarakan untuk mendapatkan Pecitraan diri Cara Kesuksesan masa lalu bisa di ulangi lagi",Semarang,neutral
2022-07-31 04:53:41+00:00,m4sf13,"@DokterTifa @jokowi @aniesbaswedan @ridwankamil Kandidat capres yg bagus hanya Anies dan Ridwan K. Yg lain, sepertinya hanya menang di sosmed aja.

Apalagi anak titipan oligarkhi yg hy bs bentak2 kayak Singkek.",yogyakarta,negative
2022-07-31 18:45:30+00:00,Bahana36723795,"@ekowboy2 #TangkapFerdySambo ,

Kau bilang apa pun pokoknya pada 2024 nanti yg terpilih jadi presiden tetap orang Jawa. @prabowo atau @ganjarpranowo .",Malang,neutral
2022-03-30 01:37:49+00:00,Hendri_Mantis,"@emprosay Waduh kok @provjateng yaaaa ? Padahal banyak org pintar di jateng sayangnya mrk tdk mampu berbuat banyak terkendala sistem, bukankah mas @ganjarpranowo digadang2 capres 2024 ? Dlm kondisi neg banyak hutang saat ini patut diragukan ...ðŸ˜­ðŸ˜­ðŸ¥±",Semarang,negative
2022-06-30 12:00:27+00:00,IJimbonk,@sutomoagus92 @ChusnulCh__ @aniesbaswedan Ya deh yg suka capres suka film.cabul..di wariskan aja kesukannya ke anak istri yak..,"DKI Jakarta, Indonesia",negative
2023-01-31 08:12:20+00:00,midwayers999,"@tkngsiomay @ganjarpranowo Makanya mari kita rapatkan barisan bersama wujudkan Ganjar ato Erick Thohir jd Presiden 2 periode ampe 2034 biar kadrun makin stress &amp; gilanya nambah lagi 10 thn.. Trs kadrun pada bunuh diri..
Kasian!","Tangerang, Indonesia",negative
2022-07-30 10:25:28+00:00,efendy_sulung,@ganjarpranowo Kasian  gini2 amat pengen jd presiden dg pencitraaan tolol wkwkwkwkwwkwkwkw mau niru kakak seperguruan nya lu pikir org masih mau milih org sok2 pencitraan kyk lu wkwkwkwkw mending nonton bokep,"Kota Surabaya, Jawa Timur",negative
2022-09-30 07:40:27+00:00,arwidodo,Semoga Presiden terpilih pada Pilpres 2024 nanti adalah orang yang bisa menghentikan kerusakan rejim sebelumnya dan bisa segera melakukan langkah2 koreksi. Saya yakin Prof Anies Baswedan tokoh yang tepat untuk melakukan itu.,Jakarta,positive
2022-02-27 14:32:21+00:00,raataebyy,@Humanenscent @nemzunjuseyo @jokowi @prabowo BRENGSEK ITU PRESIDEN,"Yogyakarta, Indonesia",negative
2022-04-29 10:31:49+00:00,RizkiR4madani,"Alasan Loyalis Perempuan Dukung Ganjar Pranowo Jadi Presiden: Pilih Makan Bekal dari Istrinya, Alasan.. Tersebut Yg Membuat Loyalitas Perempuan, Memilih Pak @ganjarpranowo Menjadi Presiden Ã°Å¸â€¡Â²Ã°Å¸â€¡Â¨ Ã°Å¸â€˜Â https://t.co/16sQzZdl5f","Depok, Jawa Barat",neutral
2022-05-28 01:02:15+00:00,Anaklabuhanbatu,Semoga Pilpres 2024 berlangsung Jujur bersih dari kecurangan. Walaupun agak mustahil tapi tak ada salahnya berharap.,Yogyakarta,positive
2022-02-26 12:08:21+00:00,rudisetiawan90,"@aniesbaswedan Oh ini toh alasannya kenapa pemilu 2024 nanti mau diundur, kalau ada parpol yang mengusung mereka jadi RI 1 dan RI 2  ga akan ada saingannya Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â","DKI Jakarta, Indonesia",neutral
2022-11-30 13:36:40+00:00,J4B4NGB4YI,@rimah432603231 @Miduk17 @aniesbaswedan Pengangguran ngimpi presiden ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/7rwocQhjom,Jakarta,negative
2022-11-30 13:41:29+00:00,TriBamb26541602,"Jelang pilpres saling serang.
Yg merasa kalah kebingungan. Dengan segala cara dihalalkan.
Contoh yg tak baik di pertontonkan oleh seorang presiden Jokowi yg menggiring rakyat nya untuk memilih seorang capres.",Surabaya,negative
2022-09-30 23:35:04+00:00,RazalieRazalie,"@AkuAtikaFaya @aniesbaswedan Anies ngak perlu yang model2 kampanye kampung gitu, dia sudah mendunia.  Paling2 juga ulah orang2 yang takut anies jadi presiden.",bogor,neutral
2022-11-30 06:24:59+00:00,notfineer,@GanjaranApp Semoga apapun yg kt harapkan dipermudahkan jalannya dan sesuai dg yg kt rencanakan pak Ganjar bisa memenangkan pilpres 2024 dan menjadi presiden RI,"Yogyakarta, Indonesia",positive
2022-06-30 12:57:39+00:00,8_FERRY_8,"@edy_siregar_77 @SBYudhoyono @jokowi Ini menggambarkan @aniesbaswedan sama @AgusYudhoyono 
Satu karbitan satu nafsuan tapi sama2 ga ngrti sejatinya pemimpinðŸ¤£

Ngimpi jadi capres,ikut pilihan lurah aj blom tentu menangðŸ¤£ðŸ¤£",Depok,negative
2022-02-27 01:01:56+00:00,Abdul07182213,@otnayramitsme @lapakganjar @ganjarpranowo pribadi yg hebat tidak banyak mengeluh tdk juga menyalahkan Pak Jokowi apalagi minta mundur jadi presiden,Semarang,positive
2022-10-31 20:08:59+00:00,Tjah_Nd3so,"Pesan tulus dari orang kecil untuk semua atau siapa saja yang akan menjadi Presiden RI 2024.
Siapa saja yang menang, semoga yang terbaik untuk Indonesia dan Rakyat Indonesia seluruhnya, Aamiin.
@ganjarpranowo @aniesbaswedan @prabowo @puanmaharani_ri @AgusYudhoyono 
Salam. https://t.co/qAfvupvJPi","DKI Jakarta, Indonesia",positive
2022-01-23 03:36:45+00:00,monitorindo,Mayoritas Masyarakat Tak Ingin Penyelenggaraan Pemilu 2024 Diundur  https://t.co/0uxF4GvAuq #Pemilu2024 #PemiluSerentak2024 #BahlilLahadalia #SurveiSMRC,Jakarta,neutral
2022-02-28 02:01:10+00:00,NovitaS08789871,"@damai_lubis @jokowi @aniesbaswedan Menunda pemilu Krn alasan ekonomi, tapi jor2an kekeuh ingin IKN baru walaupun ekonomi masih susah.","DKI Jakarta, Indonesia",negative
2022-05-27 06:09:27+00:00,Anisah_poenya,@Dnok_Ayu @jokowi @ganjarpranowo Lihat @gibran_tweet jalan sama pak presiden kek santuy banget blio...kek lagi jalan sama bapaknya aja Ã°Å¸Â¤Â­Ã°Å¸Â¤Â­Ã°Å¸ËœÂ,"Depok, Jawa Barat",neutral
2022-03-29 12:31:46+00:00,_KanjengRaden,"Ganjar Pranowo Disebut Paling Layak Jadi Presiden 2024 Gantikan Jokowi.
Pastinya..!! 
Pilihanku jelas buat Pak @ganjarpranowo

No Daebat...

ðŸ™ðŸ™ðŸ™ https://t.co/DqQWfIAo4X","Jakarta, Indonesia",positive
2022-04-28 07:51:47+00:00,NdrewsTjan,"Dan sangat diharapkan 2024 tdk ada kata2 sprti ini yg keluar saat pilpres dan pilkada nanti. 

Capres2 yg main politik identitas TDK LAYAK untuk dipilih",Bandung,neutral
2022-05-27 14:10:28+00:00,banyak_z,@SahLeo_NKRI @Obay_Kusut1981 @ganjarpranowo Ya udah jadi presiden untuk jateng saja yg lain tak mau,"Tangerang, Banten",negative
2022-11-08 03:56:43+00:00,c_alisyaf,Pemimpin Kelas Dunia #Prabowo #salamindonesia #gerindramenang #President #pemilu2024 https://t.co/Ihl1Zq1qlj,Malang,neutral
2023-01-31 13:43:00+00:00,citragiraa,@NasDem @aniesbaswedan Semakin banyak doa dan dukungan yang datang untuk pak Anies dan Nasdem semoga ini menjadikan lancarnya langkah kita menuju Pilpres 2024,Semarang,positive
2022-11-30 11:54:37+00:00,ManafSamuel,"@ekowboy2 gak usah bicara reklamasi dahh...nanti dulu!ðŸ‘‹
dalam sesi interpelasi diminta bukti transferan dana formula e yg habiskan apbd trilyunan ia @aniesbaswedan tak pernahðŸ‘‹ hadir_lepas tanggung jawabðŸ˜«
tapi ambisi jadi presidenðŸ¤®
apakah uang trilyunan tsb ia gunakan utk ambisinya?ðŸ¤” https://t.co/Uix4LTyEzy","Kota Surabaya, Jawa Timur",negative
2022-11-30 09:37:45+00:00,arifinpribadi,@prabowo - @ganjarpranowo PEMILU 1 putaran Tanpa cebong Kampret ....@PDI_Perjuangan @Gerindra @jokowi @pramonoanung https://t.co/40Zz7eX2lG,Jakarta,negative
2022-07-16 04:59:48+00:00,YudaPra85206337,"Ayo Disiplin Prokes
Jelang Pilpres 2024 Waspada Politik Identitas Yang Memecah Belah
#KPU #pemilu2024 #jagakeutuhannegara https://t.co/rYeNGBGvFf","Bogor, Indonesia",neutral
2022-03-28 04:51:47+00:00,Darmaputrackr,Siap2 secara serentak.. #pemiluserentak2024 #clixpress pengiriman waktu tepat. https://t.co/R8vIoAW3p1,Jakarta,neutral
2022-08-30 12:42:23+00:00,sejahterahman,"@trisnowidibagus @Mdy_Asmara1701 @aniesbaswedan @ganjarpranowo Ã°Å¸Â¤Â­Ã°Å¸Â¤Â­Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š senyumin ketawain aja lah yg kaya gitu (gak ada esensinya) bro...

#2024AniesPresiden","Jakarta, Indonesia",neutral
2022-12-30 11:20:07+00:00,ceklissatucom,"Lolos Verifikasi Faktual, Partai Ummat Akhirnya Jadi Peserta Pemilu 2024 #Pemilu2024 #KPU #PartaiUmmat https://t.co/zj5nmuvwV2","Bogor, Indonesia",neutral
2022-06-30 18:50:59+00:00,RFauzy5,"@bumnbersatu @jokowi Capres itu Calon Presiden, Kerja nya Nol Gede ? Baru Calon kok sudah dinilai kerja nya? Kerja jadi Pejabat yg Terbukti tepati Janji cuma @aniesbaswedan yg lain Nol Prestasi termasuk Presiden yg malah membawa kesengsaraan bagi Rakyat Indonesia. Menilai berdasar fakta.",Bogor,negative
2022-09-30 04:50:47+00:00,Christi28566166,@MrsRachelIn @ganjarpranowo @PDI_Perjuangan gpp monggo krn gak ada yang melanggar aturan masih dalam keaadaaan biasa aja apalagi pemilu masih lama dan kita tak tahu kedepan dinamika politik seperti apa jd tetap berpikir positif dan berbaik sangka kepada siapapun karena yang ada di republik ini adlh putra terbaik bgsa ktðŸ™‹â€â™‚ï¸,"Yogyakarta, Indonesia",positive
2022-03-29 06:55:42+00:00,endeeresta,@BantenKbn @prabowo @Kemhan_RI udah pantes bgt jadi presiden nih pak @prabowo,"Jakarta Barat, DKI Jakarta",positive
2022-03-28 03:53:09+00:00,sonsofanarchy74,"@OposisiCerdas Memang bapak pernah janji apa ??
Kecuali bpk jadi presiden @prabowo","DKI Jakarta, Indonesia",neutral
2022-02-28 00:02:49+00:00,Momonsimomon,"Semoga ketum partai lain berpikir seperti bu Mega ketum @PDI_Perjuangan kembali ke demokrasi Pancasila MPR memilih presiden &amp; menetapkan GBHN/PPHN. Insyaallah  @prabowo, @Gerindra ,@SBYudhoyono @PDemokrat setuju https://t.co/AWqripeTPs. Toh dgn cara MPR pilih presiden dari capres","Jakarta Selatan, DKI Jakarta",positive
2023-01-31 14:25:34+00:00,hery_prihantono,"@aniesbaswedan Semoga menjadi Presiden Pak @aniesbaswedan 
Selalu rendah hati ya pak, dan hindari nunjuk2 dengan telunjuk tangan kiri. Tangan kanan akan lebih baik ðŸ™ðŸ™",Malang,positive
2022-02-26 09:16:24+00:00,farimanwhk,"@aniesbaswedan Tapi tdk berarti Nasi sudah menjadi Bubur kan ?!
Karena, Para Ketum Partai yg minus kandidat pesimistis utk melakukan Pemilu 2024 dg berbagai alasan.

Harapan rakyat negara ini diurus oleh yg punya gagasan nasional utk negeri dan punya track-record yg nyata sesuai dg janji2nya",Jakarta Indonesia,neutral
2022-02-25 16:29:03+00:00,fpan1886,"Pemilu tidak perlu diundur sebab pandemi &amp; krisis ekonomi yg akan berlangsung ke depannya adalah tes terbaik para kandidat
#PemiluSerentak2024  #Pemilu2024","Semarang, Indonesia",neutral
2023-01-31 15:22:34+00:00,Samuder53291026,"""Ya emang benar. Perjanjian politik kan nggak ada konsekuensi hukumnya. Palingan konsekuensi sosial. Lagian perjanjian politik Pak Anies kan konteksnya di Pilpres 2019, CMIIW,"" tulis warganet
https://t.co/OH1Gt0SPfn
@sandiuno 
@aniesbaswedan 
@prabowo",Jakarta,neutral
2022-09-30 11:37:34+00:00,thelaw_m,@_Umamlik @ganjarpranowo Mmgnya relawan itu anggota pdip? Jd mesti ijin2? Kok nalarnya pendek yaa... ntr aku plg kampung mo bikin Ganjar presidenku,Bandung,negative
2022-02-24 06:36:50+00:00,Milhamrivanyyy,"@Giring_Ganesha Padahal saya sangat yakin dgn pengalaman giring dalam memimpin, semoga bisa mencalonkan diri di pilpres selanjutnya ðŸ™ðŸ¾","Jakarta, Indonesia",positive
2022-01-24 22:40:26+00:00,RustamIbrahim,"Makin dekat Pilpres 2024 makin banyak hoax &amp;ujaran kebencian memenuhi medsos. Jika pemerintah terus biarkan/lamban menanganinya, akan menggelinding spt bola salju. Sbg pemimpin rakyat Presiden @Jokowi perlu tunjukkan sikap tegas dgn bicara. Tdk cukup serahkan kpd penegak hukum.",Jakarta,neutral
2022-02-28 04:07:58+00:00,henagoesra,"@Sastrofagus @korantempo @tempodotco Calon independen utk capres. Bolehlah. Kan pemilu 2024 bukan pilpres doang. Ada pileg dan pilkada juga. Makanya, tinggalin aja partai yg tidak siap utk ikut Pemilu 2024.",Jakarta,neutral
2022-08-31 14:53:22+00:00,ngilerforever,@AchmadAnnama @airlangga_hrt @ridwankamil @aniesbaswedan Setuju aja sih kalau capres/wapresnya selain airlangga.hehe,"Yogyakarta, Indonesia",positive
2022-06-30 17:39:16+00:00,ZahrilLabung,"@JarnasABW Nih..ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘
Lanjutkan gelombang Anies Baswedan ini,,hancurkan rezim laknatullah negeri ini. Saat nya
#IndonesiaHarusBersamaOrangBaik untuk bpk. @aniesbaswedan
PRESIDEN RI 2024.",Jakarta,negative
2022-01-28 08:46:56+00:00,Adi_Interisti89,Mantap sekali hasil survei Charta politika Indonesia menilai @ganjarpranowo  dan @erickthohir  punya peluang besar untuk meraup suara pada pemilihan presiden dan wakil presiden 2024. https://t.co/qXFFwbYIFM,Jakarta,neutral
2022-11-26 23:44:10+00:00,MkRezim,"#NasDemBersamaAnies
Tp kita harus lawan jika KPU curang,
Jangan pakai hitung cepat/Quick Count,agar tdk salah Inputkan,tuntaskan konflik pilpres di KPU brsm Bawaslu.
Jika konflik Pilpres di bawa ke MK,praduga&gt; MK condong ke Capres fihak penguasa.
TNI/Polri bersikaplah netral. https://t.co/z2JovpFoew",Jakarta,neutral
2022-02-26 06:18:00+00:00,ArSunantoaris,"@P3nj3l4j4h_id @Penyuka_ombak Akhirnya mengerucut ke Ganjar Pranowo capresnya.
Iya kan pak ? @ganjarpranowo 
Iya dong masak kagak sih....
Ã°Å¸ËœÅ ","Jakarta Timur, DKI Jakarta",neutral
2022-06-27 05:21:37+00:00,TemanUno15,"Tidak hanya sekedar meramaikan perlombaan, peserta juga turut mendeklarasikan Sandiaga Uno untuk sukses di pilpres 2024 dengan harapan mampu membangkitkan ekonomi masyarakat Indonesia.

#Temansandi #Sandiagauno #Sandiun",Depok,positive
2022-06-23 05:59:01+00:00,WajahPribumi22,"Hal ini sejalan dengan arahan Presiden Joko Widodo agar semua jajarannya dpt memberikan dukungan sepenuhnya terutama terkait anggaran, personel &amp; juga logistik kepemiluan untuk memastikan #Pemilu2024 berjalan baik dan berkualitas.
#DPRuntukNegeri
Terus mendengar aspirasi rakyat https://t.co/I0yMjLNvVu",Bandung,neutral
2022-01-31 00:13:02+00:00,sabaradi78,"@tempodotco Bismillah, @DPP_PPP berkoalisi dengan @PKSejahtera mendukung @aniesbaswedan untuk Presiden 2024. Yuk partai lain silahkan ikut bergabung.",Jakarta,positive
2022-02-28 23:07:26+00:00,yudiiswahiswah1,"@geloraco Jangan kwatir, masyalah Duit jika tdk ada, biar ditanggung oleh Partai2 pserta Pemilu.
Smua partai kudu urunan demi Pemilu 2024.
Dan pilpres kudu ditanggung msg2 capres.
Kita tahu, smakin byk partai, mk anggaran negara unt membiayai Pemilu smakin membengkak.
Jd Partai2 tahu dirio",Jakarta,neutral
2022-11-27 00:48:05+00:00,agenmossad,"Pak @prabowo konsisten pada visi misi pertahanan yang pernah beliau sampaikan pada debat capres ketiga, Pilpres 2014. Ã°Å¸Â¤â€ https://t.co/MIyMTjNkrT","Bandung, Jawa Barat",neutral
2022-10-31 16:36:23+00:00,zhugeliang2024,"@NasDem @aniesbaswedan Usul, Bang @Surya_Paloh. Demi keadilan dan agar koalisi segera terbentuk, gimana kalau capres Anies didampingi 2 wapres? Wapres I dan Wapres II. Ini keren khan.... Ã°Å¸Â¤Â­","Kota Surabaya, Jawa Timur",neutral
2022-04-21 07:43:49+00:00,Dewianjani97,"Sudah cukup ya demonya
#aksimahasiswa #aksinasional #kelompokradikal #kelompokanarko #pemilu2024 https://t.co/9iv93QNlaX","Bandung, Jawa Barat",neutral
2022-07-30 01:42:17+00:00,RizkiR4madani,"@ganjarpranowo Tanggapi FX Rudy Bawa Foto Dirinya ke Gunung Sinai: Didoakan Mosok TIdak Diamini. Aye Mah,  Langsung Aminin Pak..ðŸ¤²ðŸ»ðŸ¤²ðŸ»ðŸ™ðŸ» Insyaallah Dengan Ijin Allah Swt. Bapak Jdi Presiden Di 2024 Ini. Aamiin YRAðŸ¤²ðŸ»ðŸ¤²ðŸ»

Klik untuk baca:ðŸ‘‡ðŸ» https://t.co/JbURfMVq6U","Depok, Jawa Barat",positive
2022-07-30 04:13:49+00:00,Yadi53055722,@GarudaBerdarah @ganjarpranowo Lagian Ganjar ga ada Potongan jadi Presiden...setahu saya Ganjar adalah Gubernur dg nol prestasi...kalau Bokep sya ga tau...apa bener hobi nonton Bokep? Eh... Idiologi Ganjar itu apa?,Bandung Indonesia,negative
2022-02-27 22:23:21+00:00,Alimans24435271,"@bachrum_achmadi @jokowi Pak Jokowi biar istirahat sampai 2024 saja, cukup sudah untuk Beliau, biar tokoh lain yang dipilih oleh rakyat melalui pilpres jadi pemimpin 2024 _ 2029 agar sesuai konstitusi..","Depok, Jawa Barat",neutral
2022-03-30 03:21:51+00:00,AgusFew,@jokowi Mantaabbb Pak Jokowi ðŸ‘ Jaga kesehatan selalu PakðŸ™ Saya turut mendo'akan semoga 2024 mas Anies Baswedan @aniesbaswedan yg menggantikan Bapak sebagai presidenðŸ‘Œ Aamiin yaa Robbal alaamiin...ðŸ¤²,"Jakarta, Indonesia",positive
2022-07-31 23:46:23+00:00,Nefi35909270,@DokterTifa @jokowi @aniesbaswedan @ridwankamil Selama calon pemimpin itu tunduk dan patuh pada aturan Allah Subhaanahu Wa Ta'ala...saya pasti dukung dan pilih dia..siapapun orangnya...ðŸ’ªðŸ’ª,Jakarta Selatan,positive
2022-01-29 13:12:17+00:00,KoesnoYuwono,@ganjarpranowo Mantul iki Capres yg merakyat.,Surabaya,positive
2022-10-31 05:53:12+00:00,tohir_extrem,"@trieva051 @ganjarpranowo @puanmaharani_ri loe kali yg stres,loe pikir anies udh resmi jadi capres tong,mikir loe koalisi juga blom ada ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£","Tangerang, Indonesia",negative
2022-09-26 13:00:01+00:00,Iqbaltery1,"PDIP meyakini dan akan mendukung Puan Maharani untuk maju dalam pilpres 2024. Sukses terus deh buat Bu Puan, Puan Harapan Rakyat https://t.co/m9KJfrSSHL",Bogor,positive
2022-09-30 22:59:41+00:00,The_Savior__,"Cuma mau ingatkan @aniesbaswedan saja. Walau anies suka bersilat lidah, omongannya gk bisa dipegang.

Jika Prabowo jd capres, anies gk bakal jd capres, katanya https://t.co/8kuHGqMEpi",Jakarta,negative
2023-01-30 23:17:41+00:00,TheBest97311628,@alexanderysq9 @MayaA62580468 @jokowi @ganjarpranowo Buktikan jgan sampai lo di bilng hoax nya tolol,Jakarta,negative
2022-05-24 10:40:52+00:00,Minietweets_,"Rakyat cerdas harus bisa menilai, bahwa era reformasi adalah momentum Indonesia untuk keluar dari kediktatoran dan jangan sampai fakta2 pilpres di Philipina terjadi pada pilpres 2024 yg membuat reformasi mandeg Krn antek orba berkuasa kembali.",Jakarta,negative
2022-02-27 01:38:07+00:00,jamalsi95195853,"Isu paling bodoh saat ini
1. Azan disandingkan dengan gonggongan anjing
2. Pilpres ditunda dari 2024 sampai semau mereka","Malang, Indonesia",neutral
2022-03-26 14:35:19+00:00,KrisnandiRuri,"@OposisiCerdas Pak @prabowo  butuh umat islam saat pencalonan Presiden dan menghianatinya....mana pembelaan anda pada saat umat islam, tokoh2 islam diobok - obok, dihina, diadu domba seperti sekarang ini",Jakarta,negative
2022-12-31 07:57:18+00:00,rudyjatmiko,"@soonbrid19 @wulandari_erian @Dennysiregar7 @aniesbaswedan Dulu ada yang bilang: Jika jadi presiden, permasalahan Ã¢â‚¬Â¦Ã¢â‚¬Â¦ di jakarta akan lebih mudah diatasi. Ã¢ËœÂºÃ¯Â¸Â",jakarta,neutral
2022-08-31 09:51:45+00:00,kimimaki,"@FerdinandHutah4 @aniesbaswedan Alhamdulillah sejak dipimpin pak @aniesbaswedan Jakarta jadi bebas banjir... Maksudnya banjir bebas datang kapan saja, termasuk pas musim kemarau...
Semoga bisa menjadi presiden ke 2024",Jakarta,negative
2022-08-29 23:12:44+00:00,PipinIhsan,"@FerdinandHutah4 @ganjarpranowo Dari sisi komunikasi politik.,ekonomi., sosial dan budaya hrus dimatangkan baik ditingkat global, nasional dan lokalitas. 

Fenomena ""@aniesbaswedan Presiden ðŸ‡®ðŸ‡© "" menggema krn masyarakat bisa menilai mana yg mampu dan yg ngak mampu menjadi membangun Bangsa dan negara. Anis bisaðŸ‡®ðŸ‡©","DKI Jakarta, Indonesia",positive
2022-02-27 14:21:45+00:00,Jay11532293,"@KakekHalal @ganjarpranowo Kalau ada wacana tambah masa jabatan bagaimana???
Apakah 2024 Ganjar ada peluang jadi capres??","Jakarta, Indonesia",neutral
2022-06-29 14:02:25+00:00,KaredokLeunca__,"Balik kanan dulu ke urusan Politik ah,
@Prabowo masih mau nyapreskah?
Apes..bakalan jadi Capres Abadi,apa sebab?Krn masih pelihara dukun gembul @FadlizonðŸ˜‚
Eehh...ada pawang kutu berjanggut yang lagi stress kejedot umbul2,ciaaann dechðŸ˜…
@ganjarpranowo keknya yg bernasib baikðŸ‡®ðŸ‡©","Yogyakarta, Indonesia",negative
2022-06-30 23:55:55+00:00,anies_RI1_2024,Pak @aniesbaswedan sebaiknya mendirikan partai lalu mencalonkan diri sebagai Presiden RI.,Bandung,positive
2022-05-28 04:52:28+00:00,TrikoraDwikora,"@galery_ahy Semoga pada waktu Pilpres Anies-AHY memperoleh suara diatas 55% bila dilakukan secara jujur-adil-transparan !
InshaAllah !","Banten, Indonesia",positive
2022-07-31 07:35:55+00:00,Astra_Abadi,"Achtung!  Achtung! 
Selama anak perempuan @aniesbaswedan tidak berhijab,  saya tidak akan dukung Anies sebagai capres. 
Cc. @SAHABATAnies1 @aniesfor2024 @fahiraidris @tifsembiring","Jakarta Selatan, DKI Jakarta",negative
2022-12-30 10:49:57+00:00,BangsaAbah,@Bams27735590 Tanda-tanda mau Pilpres.. Bener ga bro @prabowo @Gerindra @Dahnilanzar,Bandung,neutral
2022-08-31 15:39:42+00:00,maulanafauzi532,@FerdinandHutah4 @aniesbaswedan Insyalloh pak anis maju jadi presiden indonesia,Jakarta,positive
2022-07-19 19:22:13+00:00,indonebang,"Fungsi Presidential Threshold salah satunya adalah menstabilkan pemerintahan presiden
#presidentialthreshold #pemilu2024 #pilpres2024 https://t.co/v6C2lyfk4A",Jakarta,neutral
2022-07-31 03:56:29+00:00,alfanrahadi,"@Fikri_Prianton @bagastama27 @ajie_setiawan @mouldie_sep @aniesbaswedan tapi untuk pilihan kita lihat saja kontestasi ya nanti. semoga yang amanat yang menang. saya malah jagoin orang yang ga akan mau jadi presiden, pak gita wirjawan.",Malang-Jagatara,positive
2022-06-30 08:21:38+00:00,muji_haryaka,"@MrsRachelIn @Among79 @aniesbaswedan Gini mau jadi PRESIDEN rakyatnya di bikin ribet....ada istilah KENAPA DI BIKIN MUDAH, KALAU BISA DI BIKIN RIBET ....nasip........rakyat",Jakarta,negative
2022-11-30 14:12:40+00:00,Syarman59,@detikcom Heboh #RambutPutih menunjukkan kekuatan politik Jokowi dalam Pilpres 2024,Jakarta,neutral
2022-03-31 01:50:32+00:00,si_heulang,Relawan untuk @ridwankamil semakin bertambah memberikan dukungan.semoga saja ini jafi sebuah doa dari masyarakat untuk menguatkan dukungan di pilpres 2024,"Bogor, Indonesia",positive
2022-08-30 11:54:19+00:00,sejahterahman,"@trisnowidibagus @Mdy_Asmara1701 @aniesbaswedan @ganjarpranowo ðŸ˜‚ðŸ˜‚ðŸ˜‚ nggak risih ya ""mainnya"" rasis2 gini...
Cucu Pahlawan Nasional bro... ðŸ‘ðŸ‘ðŸ¤ ðŸ¥³

#2024AniesPresiden","Bandung, Jawa Barat",negative
2022-07-31 23:37:37+00:00,RizkiR4madani,"Kawula Muda Jateng Deklarasikan Dukungan Untuk Ganjar-Sandi di 2024 Sape Aje Dah..Yg Dampingin, Yg Penting Kan Presiden Nya Pak @ganjarpranowo  https://t.co/zz88KRz28m","Depok, Jawa Barat",positive
2022-01-26 08:20:42+00:00,Bawaslu_malang,"Masa depan bangsa kita ada di tangan Sahabat, loh. Bersama kita jaga Pemilu, jaga demokrasi, dan kita wujudkan keadilan Pemilu. Salam awas! 

#Pemilu2024
#Pilkada2024","Kota Malang, Jawa Timur",neutral
2022-08-30 00:22:47+00:00,fahirafee,@GanjaranApps @ganjarpranowo Pak Ganjar merupakan sosok yang baik dan merakyat. Semoga jalannya mulus menuju pilpres.,Jakarta,positive
2022-04-25 04:43:16+00:00,moeslim_choice,"Tinjau Lokasi Kebakaran di Pasar Gembrong, Anies Diteriaki ''Calon Presiden''

#Anies #AniesBaswedan #PemiluSerentak2024 Polri Andika Rossa

https://t.co/htbefkQ3lt","Jakarta, Indonesia",neutral
2022-12-30 00:50:36+00:00,BurhanHakim9,"Semua baraninya dibelakang layar, @aniesbaswedan @ganjarpranowo @prabowo buat semua Capres jangan ngerahkan masa saja.Duduk bersama debatkan visi misi kedepan,jangan kayak anak TK cari teman saja",Jakarta,neutral
2023-01-29 03:05:30+00:00,fiqzhoe,"@ch_chotimah2 @ganjarpranowo @aniesbaswedan Gw bukan fans anis.tapi makin lama liat kelakuan ketololan pendukung ganjar,suka fitnah adu domba.jadi gerah juga.ok kalau gitu gw ngga jadi golput.","Bandung, Jawa Barat",negative
