datetime,locations,sentiment,labels
2022-03-29 08:08:48+00:00,bandung,top prabowo subianto konsisten puncak survei mengindikasikan prabowo subianto presiden nkri terbuka lebar prabowo dipercaya gerindra signifikan indonesia maju,neutral
2022-02-28 06:25:40+00:00,jakarta,capres tdk berbeda dgn pilpres yg kemarin tokoh yg usung partai pro nkri bersaing dgn tokoh yg usung partai pro kdrun hasilnya yg menang tokoh yg usung partai pro nkri lihat,negative
2022-07-07 15:31:29+00:00,bekasi,partai nyungsepz capres ga laku koalisi ga da yg pantes riweh tolak presidential threshold setuju,negative
2022-11-30 15:07:27+00:00,jakarta,selamat ganjar dg tingginya elektabilitas semoga langkah memenangkan pilpres nnti,positive
2022-08-23 12:25:29+00:00,surabaya,kalender kampanye satuan partai mumpung nya mangga,neutral
2023-01-31 23:23:09+00:00, malang,presiden aja jijik ama pendukungnya yg rakyat jelantah disalami kayak pegang barang najis,negative
2022-07-29 13:22:59+00:00,depok,sudahi pencitraannya kalo maju calon presiden tunjukan prestasi,negative
2022-11-29 10:13:20+00:00, jakarta,duet prabowo ganjar isu terhangat menjelang pilpres menariknya kode jokowi prabowo dinilai kode ganjar,neutral
2022-07-30 12:20:19+00:00,yogyakarta,pasangan pilpres yg membawa indonesia maju jaya makmur amp berkeadilan satukan visi misi generasi anak bangsa semoga umur yg barakah,positive
2022-03-31 10:41:56+00:00,bandung,disegerakan pilpres turun jabatan presiden hak alam demokrasi makar,neutral
2023-01-31 11:00:27+00:00,bandung,sdhlah biarkan didaftarkan biarkan rakyat memilih rakyat sdh cerdas yg mari berdoa indonesia dipimpin rakyat yaa allah petunjukmu kpd rakyat indonesia utk memilih presiden yg engkau ridhoi,positive
2022-03-29 20:49:23+00:00,bandung,jokowi periode prabowo presiden yg yg sih,neutral
2022-02-27 01:40:15+00:00, jakarta,bacot munafik yg ahli tata bae btw si anus sdh ticket capresnkah modal parpolnya dipanggil oktober semogaaaaaaaaaaaaa,negative
2022-08-31 14:15:38+00:00, jakarta,presiden wakil presiden gitu,positive
2022-06-30 11:54:07+00:00,tangerang,ckup aja ga ngebantah ga gub jokowi yg ditengah jalan nyalon presiden,negative
2022-05-23 01:36:46+00:00,malang,kewenangan parpol pt menyaring caprescawapres yg angin kelompok radikal nkri dijaga parpol yg bertanggung neg suriah afganistan neg yg bertikai bangsanya,neutral
2022-05-30 01:25:28+00:00,semarang,kalimat si presiden banjir semarang diatasi ampun deh,negative
2022-07-30 06:02:27+00:00,bandung,cocok bgt jdi presiden tpi d medsos aja,negative
2022-01-19 13:20:09+00:00, jakarta,pokoknya tawaran kepentingan ya salah satunya ridwan kamil masuklah pilpres,neutral
2022-11-30 05:09:12+00:00,bogor,andai merestui capres berpasangan cawapres setuju melawannya memasangkan capres berpasangan cawapres pilpres,neutral
2023-01-31 23:48:01+00:00,surabaya,selamat semoga bertahan bacapres pemilu,positive
2022-08-31 14:27:49+00:00,surabaya,capres sibuk kampanyekan presiden diganti partainya anies kayak santai aja berkerja kemajuan kotanya,neutral
2022-11-30 22:03:50+00:00,jakarta,silahkan pilih presiden yaman presiden indonesia orang indonesia asli,negative
2022-03-26 16:18:50+00:00,bandung,keadilan diperjuangkan klu hnya janji doang sih smua orang gw pendukung militan beliau cawapres capres kecewa ketidakadilan dipertontonkan anak bangsa negeri,negative
2022-09-25 07:24:07+00:00,depok,rakyat indonesia sdh matang dlm menentukan sikap semoga tdk rekayasa kpu pilpres,positive
2022-11-24 07:00:00+00:00,jakarta ,baunya restu presiden jokowi pilpres et orng yg dipercaya utk ketuai acara mas kaesang semoga sgera dpt kabar yg aamiin menteri andalan,positive
2022-06-29 14:02:25+00:00,jakarta,kanan urusan politik ah nyapreskah apesbakalan capres abadi sebabkrn pelihara dukun gembul eehhada pawang kutu berjanggut stress kejedot umbul ciaaann dech keknya yg bernasib,negative
2022-12-29 13:47:44+00:00,yogyakarta,dlm sejarah pilpres republik ribuan orang relawan korbankan tenaga amp pikiran korbankan uang nilai perjuangannya sia krn calon yg didukung berserikat lawan politiknya,neutral
2022-03-31 11:52:17+00:00, jakarta,pa ga bilang periode melanggar konstitusi konstitusi diubah periode setuju amp capres setuju pemilu ditunda pemilu pilpres ngomong gitu susah banget pa,neutral
2022-12-31 06:18:11+00:00,surabaya,lucu sih presiden samain mantan gubernur dasar otak cebong dengkul,negative
2023-01-29 13:26:07+00:00, malang,anehnya pendukung ganjar gak henti hentinya menjelek jelekkan anies bilang survei nya anjlok gila kelen coba,negative
2022-05-31 15:04:16+00:00,bandung,masyaallah tugas tinggal membenahi negara carut marut bismillah anies baswedan next president of ri,positive
2022-12-26 11:16:03+00:00,bandung,semoga aja terkabul doa himpunan santri nusantara ganjar pranowo maju pilpres presiden ri,positive
2022-08-31 13:42:17+00:00,jakarta,nyapres emang partai minimal capres ketum partaiklu gak kader partai dpt jatah nyapres duit gak punyapartai gak gablekklupun partai dukung partai tolol,negative
2022-05-29 08:32:31+00:00,jakarta,yg terhormat yg hormati biarpun hormati kewajiban menghormati menghormati keputusan capres yg dukung matikan bergabung pemerintahan,negative
2022-09-30 10:54:22+00:00, jakarta,sih tujuannya membanggakan kinerja gak pemimpin presiden ri kinerja nya,negative
2022-01-31 10:14:36+00:00, jakarta,indonesia dipimpin orang cerdas berwibawa adil,positive
2022-06-26 09:57:08+00:00,jakarta,ambisi pilpres cari nama sensasi namanya pencitraan semoga rakyat cerdas memilih pemimpin,positive
2022-01-27 07:42:45+00:00,jakarta,rakyat terbelah golkar kawal tahapan pemilu,neutral
2022-07-24 16:34:27+00:00,jakarta,semoga beliau merancang menelisik menganalisa mengkalkulasi ahli mengeksekusi kebijakan bangsa berkontestasi dlm pilpres,positive
2022-05-29 01:39:20+00:00,tangerang,entar presiden rakyat ya,positive
2022-03-28 05:01:54+00:00,semarang,alasan doang menunda pemilu kelancaran,negative
2022-02-28 05:18:20+00:00,tangerang,mengusulkan penundaan pilkada dgn alasan wabah covid tp alasan tsb dibantah skrng alasan covid utk menunda pelaksanaan pilpres kebaca kepentingan sesat,negative
2022-11-30 12:51:32+00:00,depok,wih mantep nih semoga banyaknya dukungan ganjar pranowo ganjar pranowo maju pilpres,positive
2022-11-30 15:04:15+00:00,semarang,buktikan pakai politik identitas radikalisme pilpres th politik kekuasan kepentingan dg mulut janji manis suarakan pecitraan kesuksesan ulangi,neutral
2022-07-31 04:53:41+00:00,yogyakarta,kandidat capres yg bagus anies ridwan k yg menang sosmed aja anak titipan oligarkhi yg hy bs bentak kayak singkek,negative
2022-07-31 18:45:30+00:00,malang,kau bilang pokoknya yg terpilih presiden orang jawa,neutral
2022-03-30 01:37:49+00:00,semarang,yaaaa org pintar jateng sayangnya mrk tdk berbuat terkendala sistem mas digadang capres dlm kondisi neg hutang patut diragukan,negative
2022-06-30 12:00:27+00:00, jakarta,ya deh yg suka capres suka filmcabuldi wariskan aja kesukannya anak istri yak,negative
2023-01-31 08:12:20+00:00,tangerang,mari rapatkan barisan wujudkan ganjar ato erick thohir jd presiden periode ampe biar kadrun stress amp gilanya nambah thn trs kadrun bunuh kasian,negative
2022-07-30 10:25:28+00:00, surabaya,kasian gini pengen jd presiden dg pencitraaan tolol wkwkwkwkwwkwkwkw niru kakak seperguruan nya lu pikir org milih org sok pencitraan kyk lu wkwkwkwkw mending nonton bokep,negative
2022-09-30 07:40:27+00:00,jakarta,semoga presiden terpilih pilpres orang menghentikan kerusakan rejim langkah koreksi prof anies baswedan tokoh,positive
2022-02-27 14:32:21+00:00,yogyakarta,brengsek presiden,negative
2022-04-29 10:31:49+00:00,depok,alasan loyalis perempuan dukung ganjar pranowo presiden pilih makan bekal istrinya alasan yg loyalitas perempuan memilih presiden,neutral
2022-05-28 01:02:15+00:00,yogyakarta,semoga pilpres jujur bersih kecurangan mustahil salahnya berharap,positive
2022-02-26 12:08:21+00:00, jakarta,oh alasannya pemilu diundur parpol mengusung ri ri ga saingannya,neutral
2022-11-30 13:36:40+00:00,jakarta,pengangguran ngimpi presiden,negative
2022-11-30 13:41:29+00:00,surabaya,jelang pilpres serang yg kalah kebingungan dihalalkan contoh yg pertontonkan presiden jokowi yg menggiring rakyat nya memilih capres,negative
2022-09-30 23:35:04+00:00,bogor,anies ngak model kampanye kampung gitu mendunia ulah orang takut anies presiden,neutral
2022-11-30 06:24:59+00:00,yogyakarta,semoga apapun yg kt harapkan dipermudahkan jalannya sesuai dg yg kt rencanakan ganjar memenangkan pilpres presiden ri,positive
2022-06-30 12:57:39+00:00,depok,menggambarkan karbitan nafsuan ga ngrti sejatinya pemimpin ngimpi capres pilihan lurah aj blom menang,negative
2022-02-27 01:01:56+00:00,semarang,pribadi yg hebat mengeluh tdk menyalahkan jokowi mundur presiden,positive
2022-10-31 20:08:59+00:00, jakarta,pesan tulus orang presiden ri menang semoga terbaik indonesia rakyat indonesia aamiin salam,positive
2022-01-23 03:36:45+00:00,jakarta,mayoritas masyarakat penyelenggaraan pemilu diundur,neutral
2022-02-28 02:01:10+00:00, jakarta,menunda pemilu krn alasan ekonomi joran kekeuh ikn ekonomi susah,negative
2022-05-27 06:09:27+00:00,depok,lihat jalan presiden kek santuy banget bliokek jalan bapaknya aja,neutral
2022-03-29 12:31:46+00:00,jakarta,ganjar pranowo layak presiden gantikan jokowi pastinya pilihanku no daebat,positive
2022-04-28 07:51:47+00:00,bandung,diharapkan tdk sprti yg pilpres pilkada capres yg main politik identitas tdk layak dipilih,neutral
2022-05-27 14:10:28+00:00,tangerang,ya udah presiden jateng yg,negative
2022-11-08 03:56:43+00:00,malang,pemimpin kelas dunia,neutral
2023-01-31 13:43:00+00:00,semarang,doa dukungan anies nasdem semoga menjadikan lancarnya langkah pilpres,positive
2022-11-30 11:54:37+00:00, surabaya,gak bicara reklamasi dahhnanti sesi interpelasi bukti transferan dana formula e yg habiskan apbd trilyunan hadirlepas tanggung ambisi presiden uang trilyunan tsb utk ambisinya,negative
2022-11-30 09:37:45+00:00,jakarta,pemilu putaran cebong kampret,negative
2022-07-16 04:59:48+00:00,bogor,ayo disiplin prokes jelang pilpres waspada politik identitas memecah belah,neutral
2022-03-28 04:51:47+00:00,jakarta,serentak pengiriman,neutral
2022-08-30 12:42:23+00:00,jakarta,senyumin ketawain aja yg kaya gitu gak esensinya bro,neutral
2022-12-30 11:20:07+00:00,bogor,lolos verifikasi faktual partai ummat peserta pemilu,neutral
2022-06-30 18:50:59+00:00,bogor,capres calon presiden kerja nya nol gede calon dinilai kerja nya kerja pejabat yg terbukti tepati janji yg nol prestasi presiden yg membawa kesengsaraan rakyat indonesia menilai berdasar fakta,negative
2022-09-30 04:50:47+00:00,yogyakarta,gpp monggo krn gak melanggar aturan keaadaaan aja pemilu kedepan dinamika politik jd berpikir positif berbaik sangka republik adlh putra terbaik bgsa kt,positive
2022-03-29 06:55:42+00:00,jakarta ,udah pantes bgt presiden nih,positive
2022-03-28 03:53:09+00:00, jakarta,janji kecuali bpk presiden,neutral
2022-02-28 00:02:49+00:00,jakarta ,semoga ketum partai berpikir bu mega ketum demokrasi pancasila mpr memilih presiden amp menetapkan gbhnpphn insyaallah setuju dgn mpr pilih presiden capres,positive
2023-01-31 14:25:34+00:00,malang,semoga presiden rendah hati ya hindari nunjuk telunjuk tangan kiri tangan kanan,positive
2022-02-26 09:16:24+00:00,jakarta ,tdk nasi bubur ketum partai yg minus kandidat pesimistis utk pemilu dg alasan harapan rakyat negara diurus yg gagasan nasional utk negeri track record yg nyata sesuai dg janjinya,neutral
2022-02-25 16:29:03+00:00,semarang,pemilu diundur pandemi amp krisis ekonomi yg depannya tes terbaik kandidat,neutral
2023-01-31 15:22:34+00:00,jakarta,ya emang perjanjian politik nggak konsekuensi hukumnya palingan konsekuensi sosial perjanjian politik anies konteksnya pilpres cmiiw tulis warganet,neutral
2022-09-30 11:37:34+00:00,bandung,mmgnya relawan anggota pdip jd mesti ijin nalarnya pendek yaa ntr plg kampung mo bikin ganjar presidenku,negative
2022-02-24 06:36:50+00:00,jakarta,dgn pengalaman giring memimpin semoga mencalonkan pilpres,positive
2022-01-24 22:40:26+00:00,jakarta,pilpres hoax ampujaran kebencian memenuhi medsos pemerintah biarkanlamban menanganinya menggelinding spt bola salju sbg pemimpin rakyat presiden tunjukkan sikap dgn bicara tdk serahkan kpd penegak hukum,neutral
2022-02-28 04:07:58+00:00,jakarta,calon independen utk capres pemilu pilpres doang pileg pilkada tinggalin aja partai yg utk pemilu,neutral
2022-08-31 14:53:22+00:00,yogyakarta,setuju aja sih capreswapresnya airlanggahehe,positive
2022-06-30 17:39:16+00:00,jakarta,nih lanjutkan gelombang anies baswedan hancurkan rezim laknatullah negeri nya bpk presiden ri,negative
2022-01-28 08:46:56+00:00,jakarta,mantap hasil survei charta politika indonesia menilai peluang meraup suara pemilihan presiden wakil presiden,neutral
2022-11-26 23:44:10+00:00,jakarta,tp lawan kpu curang pakai hitung cepatquick count tdk salah inputkan tuntaskan konflik pilpres kpu brsm bawaslu konflik pilpres bawa mk pradugagt mk condong capres fihak penguasa tnipolri bersikaplah netral,neutral
2022-02-26 06:18:00+00:00,jakarta ,mengerucut ganjar pranowo capresnya iya iya masak kagak sih,neutral
2022-06-27 05:21:37+00:00,depok,sekedar meramaikan perlombaan peserta mendeklarasikan sandiaga uno sukses pilpres harapan membangkitkan ekonomi masyarakat indonesia,positive
2022-06-23 05:59:01+00:00,bandung,sejalan arahan presiden joko widodo jajarannya dpt dukungan sepenuhnya terkait anggaran personel amp logistik kepemiluan berjalan berkualitas mendengar aspirasi rakyat,neutral
2022-01-31 00:13:02+00:00,jakarta,bismillah berkoalisi mendukung presiden yuk partai silahkan bergabung,positive
2022-02-28 23:07:26+00:00,jakarta,kwatir masyalah duit tdk biar ditanggung partai pserta pemilu smua partai kudu urunan pemilu pilpres kudu ditanggung msg capres smakin byk partai mk anggaran negara unt membiayai pemilu smakin membengkak jd partai dirio,neutral
2022-11-27 00:48:05+00:00,bandung,konsisten visi misi pertahanan beliau debat capres ketiga pilpres,neutral
2022-10-31 16:36:23+00:00, surabaya,usul bang keadilan koalisi terbentuk gimana capres anies didampingi wapres wapres i wapres ii keren khan,neutral
2022-04-21 07:43:49+00:00,bandung,ya demonya,neutral
2022-07-30 01:42:17+00:00,depok,tanggapi fx rudy bawa foto gunung sinai didoakan mosok diamini aye mah langsung aminin insyaallah ijin allah swt jdi presiden aamiin yra klik baca,positive
2022-07-30 04:13:49+00:00,bandung ,ganjar ga potongan presidensetahu ganjar gubernur dg nol prestasikalau bokep sya ga tauapa bener hobi nonton bokep eh idiologi ganjar,negative
2022-02-27 22:23:21+00:00,depok,jokowi biar istirahat beliau biar tokoh dipilih rakyat pilpres pemimpin sesuai konstitusi,neutral
2022-03-30 03:21:51+00:00,jakarta,mantaabbb jokowi jaga kesehatan mendoakan semoga mas anies baswedan yg menggantikan presiden aamiin yaa robbal alaamiin,positive
2022-07-31 23:46:23+00:00,jakarta ,calon pemimpin tunduk patuh aturan allah subhaanahu wa taalasaya dukung pilih diasiapapun orangnya,positive
2022-01-29 13:12:17+00:00,surabaya,mantul iki capres yg merakyat,positive
2022-10-31 05:53:12+00:00,tangerang,loe kali yg stres loe pikir anies udh resmi capres tong mikir loe koalisi blom,negative
2022-09-26 13:00:01+00:00,bogor,pdip mendukung puan maharani maju pilpres sukses deh bu puan puan harapan rakyat,positive
2022-09-30 22:59:41+00:00,jakarta,ingatkan anies suka bersilat lidah omongannya gk dipegang prabowo jd capres anies gk jd capres,negative
2023-01-30 23:17:41+00:00,jakarta,buktikan jgan lo bilng hoax nya tolol,negative
2022-05-24 10:40:52+00:00,jakarta,rakyat cerdas menilai era reformasi momentum indonesia kediktatoran fakta pilpres philipina pilpres yg reformasi mandeg krn antek orba berkuasa,negative
2022-02-27 01:38:07+00:00,malang,isu bodoh azan disandingkan gonggongan anjing pilpres ditunda semau,neutral
2022-03-26 14:35:19+00:00,jakarta,butuh umat islam pencalonan presiden menghianatinyamana pembelaan umat islam tokoh islam diobok obok dihina diadu domba,negative
2022-12-31 07:57:18+00:00,jakarta,bilang presiden permasalahan jakarta mudah diatasi,neutral
2022-08-31 09:51:45+00:00,jakarta,alhamdulillah dipimpin jakarta bebas banjir maksudnya banjir bebas pas musim kemarau semoga presiden,negative
2022-08-29 23:12:44+00:00, jakarta,sisi komunikasi politik ekonomi sosial budaya hrus dimatangkan ditingkat global nasional lokalitas fenomena presiden menggema krn masyarakat menilai yg yg ngak membangun bangsa negara anis,positive
2022-02-27 14:21:45+00:00,jakarta,wacana jabatan ganjar peluang capres,neutral
2022-06-29 14:02:25+00:00,yogyakarta,kanan urusan politik ah nyapreskah apesbakalan capres abadi sebabkrn pelihara dukun gembul eehhada pawang kutu berjanggut stress kejedot umbul ciaaann dech keknya yg bernasib,negative
2022-06-30 23:55:55+00:00,bandung,mendirikan partai mencalonkan presiden ri,positive
2022-05-28 04:52:28+00:00,banten,semoga pilpres anies ahy memperoleh suara diatas jujur adil transparan inshaallah,positive
2022-07-31 07:35:55+00:00,jakarta ,achtung achtung anak perempuan berhijab dukung anies capres cc,negative
2022-12-30 10:49:57+00:00,bandung,tanda tanda pilpres bener ga bro,neutral
2022-08-31 15:39:42+00:00,jakarta,insyalloh anis maju presiden indonesia,positive
2022-07-19 19:22:13+00:00,jakarta,fungsi presidential threshold salah satunya menstabilkan pemerintahan presiden,neutral
2022-07-31 03:56:29+00:00,malang,pilihan lihat kontestasi ya semoga amanat menang jagoin orang ga presiden gita wirjawan,positive
2022-06-30 08:21:38+00:00,jakarta,gini presiden rakyatnya bikin ribetada istilah bikin mudah bikin ribet nasiprakyat,negative
2022-11-30 14:12:40+00:00,jakarta,heboh kekuatan politik jokowi pilpres,neutral
2022-03-31 01:50:32+00:00,bogor,relawan bertambah dukungansemoga jafi doa masyarakat menguatkan dukungan pilpres,positive
2022-08-30 11:54:19+00:00,bandung,nggak risih ya mainnya rasis gini cucu pahlawan nasional bro,negative
2022-07-31 23:37:37+00:00,depok,kawula muda jateng deklarasikan dukungan ganjar sandi sape aje dahyg dampingin yg presiden nya,positive
2022-01-26 08:20:42+00:00, malang,bangsa tangan sahabat loh jaga pemilu jaga demokrasi wujudkan keadilan pemilu salam awas,neutral
2022-08-30 00:22:47+00:00,jakarta,ganjar sosok merakyat semoga jalannya mulus pilpres,positive
2022-04-25 04:43:16+00:00,jakarta,tinjau lokasi kebakaran pasar gembrong anies diteriaki calon presiden polri andika rossa,neutral
2022-12-30 00:50:36+00:00,jakarta,baraninya dibelakang layar capres ngerahkan sajaduduk debatkan visi misi kedepan kayak anak tk cari teman,neutral
2023-01-29 03:05:30+00:00,bandung,gw fans anistapi liat kelakuan ketololan pendukung ganjar suka fitnah adu dombajadi gerah jugaok gitu gw ngga golput,negative
2022-05-29 11:20:48+00:00,yogyakarta,emang presiden langsung anaknya gubernur adakah bukti keluarga presiden korupsi proyek mangkrak be smart tikus,negative
2022-05-31 13:19:57+00:00, jakarta,gubernur yg tdk mndptkan wtp presiden bgmn dg gubernur yg sllu panen wtp smakin berpeluang krn wtp mrpkan barometer seorg pemimpin dlm mengelola keuangan negara mmg ok,positive
2022-01-27 13:57:20+00:00,bandung,nyapres hak warga negara nyapres prabowo nafsu nyapres yg kalinya bangsa negarawan penasehat presiden,negative
2023-01-31 10:50:20+00:00,jakarta,semoga pilpres besok pilgub jakarta penuh isu sara,positive
2022-07-29 14:24:26+00:00,depok,butuh sosok yg memecah belah suara pemiluagar terkonsentrasi kontestan unggulan,neutral
2022-03-31 07:19:26+00:00,bandung,memimpin indonesia jabatan presiden,positive
2022-01-29 08:31:56+00:00,semarang,optimis kang mendukung kang emil pilpres,positive
2022-11-27 12:41:56+00:00, jakarta,barangkali salah rakyat memilih langsung pilpres dkk semoga hak rakyat nkri,positive
2022-05-24 12:39:55+00:00,jakarta,sandiaga uno with ganjar auto win as double combo,positive
2022-11-30 12:35:25+00:00, surabaya,manusia maniak psikopat wan bacot kibul bahaya kalo presiden amburadul tatanan negara,negative
2022-08-29 01:47:23+00:00,yogyakarta,emang presiden yg pilih pemilih partai nya aja pdip ganjar,negative
2022-01-26 07:17:11+00:00,jakarta ,dasar mental garong gak bayar royalty black pink hak cipta org disikat presiden wtf,negative
2022-02-26 00:23:30+00:00,bekasi,usulan kerja presiden diperpanjang yg mengada ngada demokrasi klo ruang demokrasi ditutup pancasilais radikal setujukah kmu kerja diperpanjang,negative
2022-08-31 10:16:25+00:00,yogyakarta,iya dukung presiden,positive
2022-12-31 02:49:03+00:00, jakarta,dibutuhkan iya tp kapasitas akademis sesuai kapasitas k ahlianny kl presiden biar nga sanggup,neutral
2022-09-30 07:05:11+00:00,bandung,patriarki feodalism negara nenek moyangnya anak mantan presiden cucu proklamtor bangsa filosofi cina keturunan membangun keturunan mengembangkan yg ketiga menghabiskanmenghancurkan awas,negative
2022-07-31 23:43:12+00:00, jakarta,menetapkan visi misi amp program presiden terpilih gbhn anggaran pilpres amp pilkada dialihkan bonus partai yg calegnya melenggang senayan sbg ganti biaya kampanye yg relawan keluarkan sembako dgn sindir presiden amp,neutral
2022-09-30 20:31:32+00:00,jakarta,manusia pendatang yg jiwa hatinya indonesia palestina napsu presiden indonesia sungguh waras waras pribumi lokal mendukung maju pilpres indonesia budak arab,negative
2023-01-31 04:53:31+00:00,jakarta  ,baca paradoks indonesia pikir pikiran maju pilpres gagasan ide tulis perihal ekonomi relevan rangka memperbaiki ekonomi indonesia mohon menegur kader,neutral
2022-04-30 18:59:03+00:00,surabaya,lucu ya yg kebelet presiden pendukung yg kepanasan fix ya peluang anies presiden drpd ganjar,negative
2022-07-27 09:11:32+00:00,jakarta,semoga pilpres dimenangkan anis baswedan menata indonesia profesional berdasarkan integritas komitmen arah kepolisian dipilih kapolri berintegritas berakhlak berwibawa,positive
2022-07-27 23:28:57+00:00,depok,masya alloh semoga berjalan lancar sukses pemimpin nkri pilpres aamiin,positive
2022-07-25 02:00:01+00:00,semarang,mandat politik mega puan persiaapan pilpres semoga kedepannya memimpin dg puan pemimpin berpengalaman,positive
2022-01-31 09:50:45+00:00,bandung,sosok penerus joko widodo semoga pilpres presiden pengganti joko widodo bersikan indonesia mental korupsi kerja kerja kerja,positive
2022-07-24 14:42:14+00:00,surabaya,semoga membuka mata elite pdipbahwa kadernya disukai rakyat layak dimajukan pilpres,positive
2022-07-31 18:01:56+00:00,malang,absurd hubungannya pakai jilbab menang pilpres anak anaknya sby gak pakai jilbab beliau terpilih periode,neutral
2022-06-30 05:28:22+00:00,bogor,insyaa allah presiden indonesia nya negara bersatu adil makmur sejahtera indonesia bertaqwa,positive
2022-02-22 17:26:47+00:00,yogyakarta,ganjar diamanatkan jd presiden papua barat mesti ditolong khusus sdm papua aslinya yg lemah beda dg papua tdk berdaya dr gerogotan penyakit internal tekanan masif eksternal dg hegemoni uang politik budaya,neutral
2022-03-31 03:55:07+00:00, surabaya,ya semoga bpk menggetarkan hati nurani seantero nusantara utk mendukung beliau sbg presiden ri,positive
2022-04-25 13:05:11+00:00, semarang,nasionalis pecah kelompok kelompok capres melenggang mudah gigit jari ayo bersatu indonesia,neutral
2022-06-24 09:49:19+00:00,yogyakarta,kinerja menjabat menjabat menteri terbukti sukses yg dipercayakan berhasil erick thohir mendongkrak elektabilitas pasangan dlm skenario simulasi pilpres,positive
2022-06-29 12:22:52+00:00,jakarta ,didamba salah kandidat kontestansi pilpres sosok komplit diyakini persis visi jokowi nkri lawan debat berat capres semoga dukungan beliau berkenan turun gelanggang,positive
2022-01-30 04:45:56+00:00,jakarta ,mendukung maju pilpres arus melangkah mendengarkan mengakomodir masyarakat mencintai berharap ganjar presiden terealisasi,positive
2022-11-30 16:08:12+00:00,jakarta,prabowo presidenpara kader aminnoposisipun keceewa,neutral
2023-01-31 16:33:52+00:00,bandung,bungul ngehoax gayaan daulat jd tokoh memperbaiki kwalitas pendidikan lawong angka putus sekolah jateng aja th sok ngomongin mutu prettt ganjar gak prestasi banggain koplak,negative
2022-07-24 10:34:14+00:00, malang,please semoga bu susi maju pilpres,positive
2022-05-10 07:27:38+00:00,jakarta,hebat mesin buzzer nya organisasi parpol berbasis agama menekan kontennya om ragil bertema ragil sih nyenggol salah pageant daerah pengungsi timteng politik oh politik,negative
2022-02-23 09:37:53+00:00,bandung,setuju biar ganjar capres anis pres nya,negative
2022-02-27 23:42:03+00:00,jakarta,partai politik relevan klw bilang pemilu ditunda silahkan tunda pilpres mengganggu konstitusionaljangan haus kekuasaan karna melanggarnya,neutral
2022-01-18 08:34:14+00:00, surabaya,politik indonesia bertransformasi digital politic battlefield nya pilpres media digital social media sadarilah capres amp cawapres jgn pasang baliho yg gede dipinggir jalan gak,neutral
2022-04-29 23:58:37+00:00,jakarta,mohon maaf ngg dulukrn blm maju tdku pilpres nunggu calon u yg tu ggu pilihan yg lainu pembanding maaf,neutral
2023-01-29 11:38:43+00:00,malang,kesian ya modal pencitraan kosong,negative
2022-02-28 10:05:53+00:00,jakarta,joss penerus terbaik presiden,positive
2022-09-29 03:25:45+00:00,bandung,deklarasi dukungan sembako kalo buzzerp cebong penggembira penguasa masuk pelanggaran pemilu nggak yaterus emangnya nggak butuh dana yadananya darimana kalo nggak yg usung rugi,neutral
2022-08-31 21:34:04+00:00,tangerang,halusinasi partai aza tdk gmn bs jdi presiden haaaaaaaaaa haaaaaaaaaa haaaaaaaaaa,negative
2022-12-31 19:09:34+00:00,tangerang,semoga demokrat mantap semangat dlm konsolidasinya kemenangan rakyat menyakini demokrat memenangkan pemilu memenangkan pilpres anggota simpatisan demokrat simpatisan partai,positive
2022-05-28 22:43:36+00:00, jakarta,pengen banget nagih janji orng yg bertopeng kadrun pemilu janji gak import janji gk nambah utang janji gk kekuasaan janji ekonomi diatas janji rb tril janji harga murah janji asemca kangen demo,negative
2022-09-30 07:31:01+00:00,bekasi,aspek kenegaraan dibenahi terpilih presiden ri periode membereskan sdm pejabat negara penegak hukum,neutral
2023-01-31 09:49:42+00:00,jakarta,presiden aja membantu masyarakat blm lg yg ga ketauan bantunya off the record,positive
2022-03-01 02:17:18+00:00,tangerang,pemilu ditunda perangnya ditunda,neutral
2022-12-31 07:55:36+00:00,jakarta,pencapresan subianto ketum gerindra mencalonkan kehendak kader partai mencalonkan beliau orang nomor indonesia,neutral
2022-10-30 17:05:43+00:00,malang,mimin dah ya dah x pilih giliran kasih kesempata yg ya mimin moga ps jdi clon presiden,positive
2022-09-29 10:54:43+00:00,bandung,pilihan anies beliau jujur kerja selesaikan kerjanya memenuhi janji kampanyenya,neutral
2022-06-14 15:22:20+00:00,tangerang,tahapan pemilu,neutral
2022-07-31 13:15:58+00:00,jakarta,dapet amplop langsung bu mega berisi tiket caprescawapres barengan mampus tuh buzzer kadrun hahahaha,negative
2022-11-30 16:33:33+00:00,depok,puan maharani ketua pdip megawati soekarnoputri mengantongi nama calon presiden diusung pdip pilpres,neutral
2022-09-30 13:24:50+00:00,jakarta ,anjriit lg yg diblock sm buzzermu yg ngeblock kalah berargumentasi presiden kalo memelihara buzzer yg lemot nalarnya,negative
2022-11-26 01:32:43+00:00,yogyakarta,bismillah anies ahy insyaallah menang pilpres,positive
2022-10-30 01:23:38+00:00,depok,mencalonkan mnjd presidenkok pencitraannya melebihi presidenhayooo pakudh restuin partai bpk belom kalo mah ga maju pakkepedean diahehehe,negative
2022-08-31 15:38:22+00:00,jakarta ,calonnya cuman prabowo vs anies mending milih prabowo beliau bener selektif milih menteri bawahannya,neutral
2022-04-21 02:40:11+00:00,yogyakarta,presiden wapres patuh konstitusi penundaan pemilu periode,neutral
2022-04-21 05:47:35+00:00,jakarta,waspadai provokator negara bangkit,neutral
