datetime,location,label,text_clean
2022-04-30 13:31:08+00:00,Bekasi,neutral,sejumlah dukungan yg di dapat   jadi presiden tahun  adalah inisiatif komunitaskomunitas itu sendiri  mereka harus di jaga amp di bimbing agar tidak di rusak dgn politik identitas
2022-04-30 11:28:55+00:00,"Kota Surabaya, Jawa Timur",negative,beda dgn kaos anies presiden setelah pilpres th dipastikan anies nyungsep tdk bakalan menang rakyat indonesia tdk mau dipimpin oleh presiden orang arab hadramaut  kaosnya pasti langsung dijadikan lap sepatu sama yg pakai 
2022-04-30 09:56:38+00:00,"Kota Bandung, Jawa Barat",positive,pao saya dukung ganjar jadi presiden
2022-04-30 06:10:00+00:00,"Kota Surabaya, Jawa Timur",negative,lah emg ganjar ga cocok jdi presiden makanya ga buat kaos bgitu 
2022-04-30 05:37:03+00:00,Jakarta,negative,id ya jelas gak bakalan di protes id  emangnya siapa  kok tau  mau nyapres orang psi aja gak kenal ya gk bakalan di senggol
2022-04-30 05:22:42+00:00,Surabaya,negative,gue kagak sudi si pemuja bokep jadi presiden dipimpin tukang mebel  aja utang meroket apalagi dipimpin sama si feodal den genjer
2022-04-30 02:44:05+00:00,Surabaya,negative,provinsi termisikin di salah gubernur ehhhmalah di dukung jadi presiden owalahlogika bodoh
2022-04-30 02:26:48+00:00,"Tangerang, Indonesia",positive,jangan sampai indonesia jatuh ke tangan yang salah saya ikuti  di akun twitter saya karena saya mendukung  menjadi presiden ri selanjutnya
2022-04-30 01:13:22+00:00,"DKI Jakarta, Indonesia",negative,beda kelas walaupun sama gubernur   yang jelas pak  lebih bijak dari si bodoh yg ngebet jadi presiden tapi kapasitas di bawah standar
2022-04-29 21:38:37+00:00,Jakarta- Indonesia,neutral,patters  gak cocok jadi presiden ri
2022-04-29 18:12:49+00:00,"Malang, Jawa Timur",positive,mantap pak ganjar mudahan bisa jd presiden  ayo rakyat indonesia dukung ganjar for ri
2022-04-29 10:31:49+00:00,"Depok, Jawa Barat",neutral,alasan loyalis perempuan dukung ganjar pranowo jadi presiden pilih makan bekal dari istrinya alasan tersebut yg membuat loyalitas perempuan memilih pak  menjadi presiden  
2022-05-31 11:38:27+00:00,Jakarta,neutral,saya mendukung sekali bpk menjadi presiden ri  tapi pengamatan saya jendral andika yang akan ditetapkan jadi presiden ri  karena istrinya mirip dengan istri presiden presiden sebelum nya dalam penampilan utamanya penutup kepala mohon maklum pak tks
2022-05-31 01:32:32+00:00,Surabaya,positive,yes pas mantap pak ganjar presiden
2022-05-30 18:31:30+00:00,Bekasi,neutral,pak ganjar jadi presiden tolong jangan bikin jalan tol bikin jalan yg baik tapi gratis buat rakyat jelata ya
2022-05-30 13:44:43+00:00,"Tangerang, Indonesia",neutral,masa harus tunggu pak  jadi presiden dulu keburu gede tu paham
2022-05-30 01:25:28+00:00,"Semarang, Jawa Tengah",negative,jangan ada lagi kalimat  nanti kalau si  jadi presiden maka banjir di semarang bisa diatasi   ampun deh 
2022-05-29 11:20:48+00:00,"Yogyakarta, Indonesia",negative,emang kenapa apa presiden menunjuk langsung agar anaknya jadi gubernur  terus adakah bukti dari keluarga presiden korupsi apakah ada proyek mangkrak be smart tikus
2022-05-29 03:35:06+00:00,Depok,positive,ini adalah presiden ku th  nanti sosok pengganti pak de jokowi salam sehat pada beliau berdua
2022-05-29 01:57:37+00:00,"Jakarta Selatan, DKI Jakarta",positive,ganjar top jelas dong dukungan mengalir dari mana mana bahkan rakyat di desa di kampung sudah mengenal sosok pak   kali ini deklarasi relawan ganjar dari sodara kita di kalimantan mendukung penuh ganjar presiden di th  aamiin 
2022-05-29 01:39:20+00:00,"Tangerang, Banten",positive,entar jika jadi presiden tetap dekat rakyat ya pak
2022-05-28 05:40:16+00:00,Bandung,neutral,tidak pernah terjadi dimanapun gubernurnya harus jadi presiden ri
2022-05-27 14:10:28+00:00,"Tangerang, Banten",negative,nkri kusut  ya udah jadi presiden untuk jateng saja yg lain tak mau
2022-05-27 12:34:22+00:00,"Jakarta Pusat, DKI Jakarta",positive,kelompok masyarakat setempat ingin sosok  menjadi presiden di  karena ganjar sudah terbukti mampu membangkitkan perekonomian di jawa tengah setelah pandemi covid
2022-05-31 00:16:53+00:00,jakarta indonesia,positive,achmadi yg pasti capres pilihan gue pak ganjar
2022-06-29 01:35:46+00:00,Surabaya,negative,parah menjelang pemilu semua calon berlomba tampil bermuslim tp setelah jadi aib dan kebringasan dirinya dipertontonkan  harusnya hal yg mulia yg diperbuat oleh  yg berkaitan dgn allah seminim mungkin tdk di publish amp sama halnya aib yg suka lihat bokep
2022-06-28 21:49:14+00:00,"Depok, Jawa Barat",negative,anda tahu darimana kehilangan suara sudah pemilu belum elo cenayang dungu
2022-06-28 11:32:30+00:00,"Depok, Jawa Barat",neutral,pks yg dari dulu di isukan radikal dan mengusung khilafah kenapa tiap pemilu suaranya bertambah terus ya  
2022-06-29 13:08:19+00:00,"Semarang, Jawa Tengah",neutral,menjelang pemilu radikal radikul teruuuussss adu prestasi dan adu gagasan saja brooowww
2022-06-30 23:52:22+00:00,Depok,positive,kawal terus  rapatkan barisan  jadi presiden
2022-06-30 18:06:36+00:00,Surabaya,positive,memang pak ganjar itu afdol sebagai presiden pada  nantiklu gak percaya ayo coblos nama itu pada hari hnya nanti
2022-06-29 05:09:47+00:00,"DKI Jakarta, Indonesia",negative,gua gk bilang ahok jd presiden drun cuma semua yg milih jokowi gk ada yg milih wan got  ya kalo nanti seandainya cuma ada ahok ama wan got gk bakal wan got menang asal jangan jualan agama lg aja wan got 
2022-06-29 05:05:26+00:00,"DKI Jakarta, Indonesia",negative,iyalah yg dukung jokowi  persen emang milih wan got gk lah yg ada milih ahok lah  baru di pertamina aja lu pada kelojotan gimana jd presiden lu mampus berjamaah kali lu 
2022-06-29 03:16:21+00:00,Jogjakarta,negative,ini pendukung anies ya  gini kok pengen junjungannya jd presiden  apa kata dunia  angel angel 
2022-07-31 23:37:37+00:00,"Depok, Jawa Barat",positive,kawula muda jateng deklarasikan dukungan untuk ganjarsandi di  sape aje dahyg dampingin yg penting kan presiden nya pak
2022-07-31 12:33:19+00:00,Malang Jawa Timur,positive,amen dan semoga diending tdk buyar krn kekuatan dasyat dr hak veto bu ketum perjuangan bisa ambyar kita semua doa kita semoga  didengar tuhan dg memilih  sbagai presiden  di bumi nkri tercinta ini
2022-07-30 12:49:59+00:00,"Yogyakarta, Indonesia",neutral,raharjo  mantap pak ganjar nyalon presiden ni
2022-07-30 10:25:28+00:00,"Kota Surabaya, Jawa Timur",negative,kasian  gini amat pengen jd presiden dg pencitraaan tolol wkwkwkwkwwkwkwkw mau niru kakak seperguruan nya lu pikir org masih mau milih org sok pencitraan kyk lu wkwkwkwkw mending nonton bokep
2022-07-30 06:02:27+00:00,Bandung,negative,anda cocok bgt jdi presiden tpi d medsos aja 
2022-07-29 22:47:08+00:00,Jogjakarta,positive,mantap mas ganjar panjenengan ndak bincang ama sopir artinye sampeyan mmberikan tauldan kpda rakyat indonesia bhwa teori dan tata kata itu tidak cocok bgi indonesiamas ganjar is the best and presiden th
2022-08-31 04:27:00+00:00,"Depok, Indonesia",neutral,semoga tdk ada lgi penisbatan petugas partaisiapapun rinyapenisbatan tsb merendahkan institusi kepresidenan pemangku jabatan boleh silih berganti marwah kepresidenan hrs ttp terjaga rapi
2022-08-30 12:42:23+00:00,"Jakarta, Indonesia",neutral,asmara    senyumin ketawain aja lah yg kaya gitu gak ada esensinya bro
2022-08-30 11:54:19+00:00,"Bandung, Jawa Barat",negative,asmara    nggak risih ya mainnya rasis gini cucu pahlawan nasional bro 
2022-08-30 05:12:42+00:00,Bekasi,neutral,asmara    yaah bolehlah mau ngatain apa aja bebass suka lo bro
2022-08-30 03:55:30+00:00,Jakarta,neutral,usaha memberi kesan kalo seseorang berkawan dng orang yg keburukannya baru terbongkar biar dianggap se olah bagian dari  kejahatannya dan itu kejahatan lebih buruk lagi setnov pasti banyak poto mulai dr presiden senator pngsha dll lalu mrk koruptor
2022-08-30 02:54:21+00:00,"Semarang, Jawa Tengah",neutral,tapi kalau presiden perempuan di partai kaes berat mbak ntah di partainya mbak sendiri ane yg bagian milih aja jadi merasa berat juga
2022-08-29 02:41:08+00:00,"Depok, Indonesia",neutral,berat pak pasca pilpres siapapun presidennya rakyat miskin sesuai pbi bpjs kes gt jt angka stunting  pemerataan pddkan murahamp bermutu iklim ketenaga kerjaan perumahan mkn sulitterutama dikota besar krn property dipakai sbg investasi  stop tka
2022-08-28 23:34:23+00:00,Surabaya ,neutral,udien  pak pak jadi presiden ya pak ya 
2022-08-28 09:32:02+00:00,"Depok, Jawa Barat",neutral,sdh buat signal projo diminta siap berjuang lagi krn ada pilihan rakyat yg tdk didukung partai kata lain suara rakyat wajib diperjuangkan dgn atau tanpa dukungan partai  wajib diperjuangkan sampe jadi presiden
2022-09-30 11:37:34+00:00,Bandung,neutral,umamlik  mmgnya relawan itu anggota pdip jd mesti ijin kok nalarnya pendek yaa ntr aku plg kampung mo bikin ganjar presidenku
2022-09-30 03:46:07+00:00,Bandung,neutral,untungnya kita tidak sedang mncari tukang bangunan tapi sedang mncari calon presiden yg ahli strategi ahli negosiasi dan ahli koordinasi baik ri  maupun  adalah kandidat yg layak untuk diperhitungkan
2022-09-30 02:14:32+00:00,"Kota Surabaya, Jawa Timur",neutral,mungkin harus jadi presiden dulu kita kan pernah dengar alasan begini dahulu kala dari salah seorang gubernur dan hasilnya  tattaraaaaternyata berhasil sodaraoleh gubernur berikutnya 
2022-09-29 04:16:41+00:00,"Jakarta Pusat, Gardu PLN",neutral,ri  kasiha mau membumi dari langit mau melangit masih di bumi cari presiden yg membumi dan menggetarkan langit
2022-09-29 01:26:40+00:00,Malang,neutral,jutek banget sih mba ngeri jadinya kalo sampe jd presiden bisa kerjaannya cuma ngomel
2022-09-29 00:27:03+00:00,Depok,neutral,perjuangan ri dengarkan suara rakyat jangan memaksakan diri jangan berambisi rakyat menunggu pak   the next presiden
2022-09-28 13:38:31+00:00,Jogjakarta,negative,jr   waduh mau jadi presiden jawa tengah dipimpinnya aja miskin
2022-10-31 00:39:46+00:00,"Kota Surabaya, Jawa Timur",negative,perjuangan  ini si mau y si kadrun supaya mbak puan di capreskan tau kalau elektabilitas mbak puan rendahkadrun takutnya kalau pdip mencapreskan ganjar kadrun akan bunuh diri karena kalahtp saya pribadi presiden siapa saja ok yg penting jgn anis ok anis baik tp di sekeliling y
2022-10-30 02:59:15+00:00,"Bekasi, Jawa Barat",neutral,zainal   pedoman masa lalu di belakang presiden lihat dulu kalau cuma begini aja ri menghadapi resko
2022-10-31 23:44:25+00:00,Bekasi,neutral,rismawidiono  kan blm ada yang ajak capres ntar kena sanksi loh hihihihi
2022-10-31 05:53:12+00:00,"Tangerang, Indonesia",negative,ri loe kali yg stresloe pikir anies udh resmi jadi capres tongmikir loe koalisi juga blom ada 
2022-11-30 09:37:45+00:00,Jakarta Capital Region,negative,pemilu  putaran tanpa cebong kampret perjuangan
2022-11-30 11:28:49+00:00,Bandung,neutral,mau dekat pilkada dan pemilu rame doain para ulama setelah selesai para ulama rame  dikriminalisasi dan ditangkapi apa iya  nanya bolehkan
2022-11-30 02:56:51+00:00,Malang,negative,oh sudah tiba saatnya mendadak kadrun demi suara di pemilu 
2022-11-30 10:50:52+00:00,"Bandung Wetan, Indonesia",negative,ag    kayanya yang kurang baca dan kurang literasi untuk syarat menjadi seorang presiden itu lungerti enggak apa syarat untuk jadi presiden ri perbanyak literasi sebelum asal bunyi bro malu nanti lu pengetahuan seupil tapi sok tau dan sok mengolokolok orang lain
2022-11-30 01:34:17+00:00,"DKI Jakarta, Indonesia",negative,ag    jangan pilih presiden boneka dari presiden sebelumnya jadi jongos oligarki
2022-11-30 01:20:24+00:00,"DKI Jakarta, Indonesia",negative,didu  harusnya mikir  ngatasin jawa tengah dulu sampai makmur jangan ngotot maju calon presiden bila ganjar presiden negara ini akan di bawa jad negara trmiskn sedunia
2022-11-30 01:01:46+00:00,Jakarta,neutral,kok jadi deja vu seperti seorang eks presiden dari partai biru 
2022-11-29 22:42:49+00:00,"Depok, Jawa Barat",positive,pimpin jateng kinerja  dibocorkan warganya pantas jadi presiden knp dmikian  krna beliau bener bekerja maksimal dlm melayani wargarakyat sebagai pemimpinyg di embannya ya memang layak kalau   
2022-11-29 15:51:50+00:00,"DKI Jakarta, Indonesia",positive,panjenengan layak jadi presiden selanjutnya menggantikan pak jokowi
2022-11-29 05:19:16+00:00,Jakarta,neutral,harapan saya sbg rakyat kecil kalo bapak kelak jadi presiden  pornografi dalam sehala hal tidak dilegalkan ya pak   menurut sy nuhun sewu mendingan pernikahan dimudahkan dan dimurahkan 
2022-11-28 17:52:03+00:00,"Yogyakarta, Indonesia",neutral,tweet  maka bupati klaten naiknya ke pak ganjar kan nanti kalau pak ganjar tidak bisa menyelesaikan maka pak ganjar yang menaikkan ke atas urutannya kan begitu ya mas tapi bupati klaten ngomongnya ke mas gibran mungkin karena mikirnya mas gibran dekat dg presiden dan gubernur
2022-11-28 10:51:28+00:00,"Jakarta Selatan, DKI Jakarta",positive,rismawidiono  alhamdulilah pak ganjar calon presiden yg amanahamin
2022-12-31 23:09:59+00:00,"Kota Malang, Jawa Timur",negative,oramahi  gini mau nyalon presiden jateng  periode aja ga tuntas katanya pemimpin harus sadar sedikit lah
2022-12-31 23:02:28+00:00,"DKI Jakarta, Indonesia",negative,masih percaya diri utk calonkan diri jadi presiden sungguh memalukan
2022-12-31 17:38:05+00:00,Malang,negative,siapa pun presiden nya mau     ri rakyat yg memilihsiapapun yg terpilih itulah putra putri terbaik asli anak  bangsabukan putra terbaik anak keturunan yaman
2022-12-31 14:21:27+00:00,"Bandung, Indonesia",negative,ngurusin banjir aja susah bisanya main tunjuk apa lagi ngurusin negara ngimpi nya terlalu jauh mau jd presiden 
2022-12-31 14:03:55+00:00,Kota Bandung ,negative,kondisi negara saat  jadi presiden  jadi gubernur aja ga gini apalagi jadi presiden lah mending tau diri pa ga usah kebanyakan pencitraan  muak pa bukannya suka
2022-12-31 12:57:17+00:00,Jakarta Capital Region,neutral,kerja yang bener ya jangan sampai ada omongan banjir di semarang bisa di atasi kalo saya jadi presiden
2022-12-31 10:02:20+00:00,Bekasi,neutral,presiden bangun jalan tol dllyang lewat semua gak khusus di desa ada program bedah rumah gak khusus beda sama khusus kader partai
2022-12-31 09:15:04+00:00,"DKI Jakarta, Indonesia",negative,patters  jd presiden istana bisa jd buat basecamp dpp dan jd negara banteng gila ga nih org
2022-12-31 07:54:52+00:00,Bandung,negative,dah sifatnya jadi susah merubahnya model gini didorong dorang jadi presiden makun ancur kayak sekarang
2022-12-31 07:34:57+00:00,Surabaya,negative,oi  wilayah sampean ini banjir nya ga abis trus ga beres gimana mo jadi presiden urus provinsi aja sampean ga mampu gimana mo urus indonesia
2022-12-31 05:38:28+00:00,Bandung,negative,den bokep akhlaknya dah rusak yg begini mau jadi presiden goblok
2022-12-31 05:35:23+00:00,"Tangerang, Indonesia",negative,kalo lu jadi presiden jangan rumah nenek mega aja yg lu renovasi wkwkwkw bokep bokep kelakuan
2022-12-31 19:02:02+00:00,Bandung,negative,sudahlah tempeeee sibuk dgn kengelesannya rasain loe telur dadar wkwkwkwkw banjir semarang n baznaz udah gitu ngebet lagi mo jdi presiden 
2023-01-29 03:05:30+00:00,"Bandung, Jawa Barat",negative,chotimah   gw bukan fans anistapi makin lama liat kelakuan ketololan pendukung ganjarsuka fitnah adu dombajadi gerah jugaok kalau gitu gw ngga jadi golput
2023-01-30 23:17:41+00:00,Jakarta,negative,buktikan jgan sampai lo di bilng hoax nya tolol
2023-01-29 11:38:43+00:00,Malang,negative,kesian ya cuma modal pencitraan kosong ini saja
2023-01-30 04:31:01+00:00,Bekasi,negative,chotimah   blum jg beneran jadi capres anies sdh menjadi lawan tangguh merepotkan banyak pihak gimana bakalan beneran jadi capres kedua pendukung saling produksi fitnah dan hoax seru
2023-01-29 14:57:28+00:00,Semarang,negative,chotimah     ga laku tapi kamu dan gerombolanmu masih sebar hoax untuk serang anis  kalau memang survei itu benar kamu tidurpun pasti akan menang
2023-01-29 03:25:03+00:00,"Jakarta, Indonesia",negative,waras min jokowi udah selesai dgn dirinya periode jabatannya pun akan segera berakhir narasi hoax fitnah nkebencianmu disetiap twitmu sebenernya buat apa sih bukannya lebih baik ngangkat prestasi junjunganmu itupun kalo ada supaya bisa bersaing dgn
2023-01-31 18:35:43+00:00,"Bandung, Jawa Barat",negative,padahal arahanya suruh dukung ibu puan malah pilih ganjar yg jelas jelas incer ketum banteng  kalo soal capres ganjar itumah hoax berbayar dari oligarki monyet
2023-01-31 16:33:52+00:00,Bandung,negative,chotimah   bungul chotimah  ngehoax lagi  gayaan  di daulat jd tokoh memperbaiki kwalitas pendidikan  lawong angka putus sekolah di jateng aja tinggi thsok ngomongin mutuprettt  ganjar gak ada prestasi kok di banggainkoplak
2023-01-31 04:51:55+00:00,Bandung,negative,waras chotimah  namanya jg lg usahacari makan mau kerja lainnya ngga punya keahliankecuali jualan hoax
2023-01-29 13:26:07+00:00,Kota Malang,negative,chotimah     dan anehnya para pendukung ganjar gak henti hentinya menjelek jelekkan pak anies padahal kalian bilang survei nya anjlok kurang gila apa kelen coba
2023-01-31 08:12:20+00:00,"Tangerang, Indonesia",negative,makanya mari kita rapatkan barisan bersama wujudkan ganjar ato erick thohir jd presiden  periode ampe  biar kadrun makin stress amp gilanya nambah lagi  thn trs kadrun pada bunuh diri kasian
2022-01-30 13:51:02+00:00,Jakarta,neutral,airlangga hartarto mengeluarkan perintah tegas bagi seluruh kader partainya demi memenangkan pemilu
2022-01-29 08:21:55+00:00,Surabaya,neutral,kepedulian ini hadir utk meringankan beban dan menjadi teman warga yg terkena musibah kebakaran di sawah besar demokrat dki kompak turun tangan bantu korban
2022-01-22 10:49:03+00:00,"Bandung, Jawa Barat",neutral,ternyata isu ambang batas presiden masih hangat sampai detik ini kali ini diminta ngobrol tema tersebut bareng dg tmn pcim sudan
2022-02-28 02:41:24+00:00,"DKI Jakarta, Indonesia",neutral,tidak ada alasan atau pun situasi yang memaksa supaya  ditunda  dilaksanakan saat pandemi covid kondisi puncak karena anak amp menantu jokowi ikut pindahkan ibukota ri ke kalimantan dengan dana anggaran besar juga tetap dipaksakan  
2022-02-27 11:53:04+00:00,Tangerang,neutral,kemunculan wacana penundaan pemilu  menurut pengamat politik igor dirgantara bisa menimbulkan krisis legimitasi terhadap pemerintah
2022-02-27 05:48:51+00:00,"DKI Jakarta, Indonesia",neutral,kata si imin pkb banyak yang ingin  dimundurkan lah coba disurvei ulang mungkin lebih banyak lagi yang ingin  dimajukan
2022-02-27 00:19:01+00:00,DI Yogyakarta,negative,urus supply minyak goreng aja gak bisa koq mau lanjut berkuasa gak malu
2022-02-26 10:09:25+00:00,"DKI Jakarta, Indonesia",negative,rezim sluman slumun slamet kalau aturan menghalangi ubah aturannya kalau aktifis rewel dan kritis tangkap dan retas wajar saja indeks demokrasinya babak belur tapi rezim asal bapak seneng i dont read what i signed
2022-02-26 10:05:59+00:00,"Bekasi, West Java",neutral,jadi jabatan presiden itu berbeda dengan jabatan ketua umum partai politik atau berbeda dengan jabatan ketua umum ormas yang biasanya hanya cukup dengan melakukan tanwir atau rakornas untuk memperpanjang masa jabatannya ujarnya
2022-02-25 22:30:17+00:00,Malang,neutral,kalo yakin banyak yang puas yaa jangan takut untuk ikut aturan kenapa jadi takut kalah dan pake cara yg gak benar
2022-02-25 16:29:03+00:00,Jakarta,neutral,pemilu tidak perlu diundur sebab pandemi amp krisis ekonomi yg akan berlangsung ke depannya adalah tes terbaik para kandidat
2022-02-25 05:14:26+00:00,Jakarta,neutral,argumen mk menunjukkan d gan jelas bahwa  tidak punya legal standing untuk gugat   baik penyelenggaranya maupun hasilnya karena yang punya legal standing adalah
2022-02-07 11:30:35+00:00,Bandung,negative,siapa paling tanggung jawab atas  ini tidak ada  itu jawaban  idiot   apa penyelenggara pemilu tidak bisa diminta tanggung jawab hasilnya apa peserta pemilu tidak bisa mengubah dirinya  tidak relevan bagi  pemilih
2022-03-30 23:59:23+00:00,"Jakarta Pusat, DKI Jakarta",neutral,evoting belum bisa diterapkan pada pemilu
2022-03-18 00:42:05+00:00,Bandung,neutral,lanyalla juga membocorkan jika sentimen negatif pemberitaan tentang penundaan pemilu  cenderung meningkat
2022-03-17 12:27:49+00:00,"DKI Jakarta, Indonesia",negative,lho kok ga bisa di buka klo big data kan bisa di analisa kebenaran datanya itu big data atau big dusta
2022-03-02 17:08:07+00:00,"Bekasi, Jawa Barat",negative,partainya dah gak laku di jual terus ketua umumnya dah gak layak untuk bertanding dalam kontestasi politik akibat tersandra pelbagai macam kasus jadilah mereka setuju untuk minta penundaan pemilu  sesuai maklumat lord menteri segala urusan
2022-03-02 06:53:28+00:00,Jakarta,negative,penundaan pemilu merupakan bagian dari rencana sistematis untuk memanipulasi konstitusi demi proyek oligarki hargaharga naik masyarakat menjerit dan rakyat jelata makin tertindas shame on you 
2022-04-21 19:16:04+00:00,Jakarta,neutral,andai di pemilu  nanti hanya ada dua kandidat capres  lord rangga  anies baswedan kamu pilih capres nomor urut berapa
2022-04-21 08:30:24+00:00,"Depok, Jawa Barat",neutral,tuntutan anda sudah dituruti stop unjuk rasa
2022-04-21 05:48:50+00:00,"Bekasi, West Java",neutral,beginilah kalau cuma ikutikutan doang
2022-04-21 05:47:35+00:00,jakarta,neutral,waspadai provokator yang tak ingin negara ini bangkit lebih tinggi lagi
2022-04-11 04:40:14+00:00,Surabaya,negative,ya alloh lindungi kami dn keluar ga kami dr bahaya godaan dn tipu daya moncong putih aamiin
2022-05-24 12:39:55+00:00,"Jakarta, Indonesia",positive,sandiaga uno with ganjar sepertinya auto win as double combo
2022-05-10 07:27:38+00:00,Jakarta,negative,hebat juga mesin buzzer nya organisasi dan parpol berbasis agama yang menekan kontennya om  dan ragil bertema  ragil juga sih nyenggol salah satu pageant daerah dan pengungsi timteng di  politik oh politik   
2022-07-30 05:03:35+00:00,"Bandung, Jawa Barat",neutral,presiden kembali ingatkan relawan agar tak buruburu tentukan dukungan pilpres
2022-07-16 04:59:48+00:00,"Bogor, Indonesia",neutral,ayo disiplin prokes jelang pilpres  waspada politik identitas yang memecah belah
2022-08-29 03:25:07+00:00,Jakarta,neutral,gagal jadi peserta pemilu  partai berkarya minta kader pindah parpol
2022-08-28 04:23:50+00:00,"Malang, Jawa Timur",positive,elektabilitas ganjar dan anies teratas yang usung capres tetap parpol
2022-09-27 02:34:42+00:00,"Jakarta Pusat, DKI Jakarta",neutral,menurut wasis aksi saling sindir yang ditunjukkan masingmasing partai tak membangun kultur demokrasi yang sehat sebab kritikkritik tersebut disampaikan dan bersifat personal
2022-11-08 03:56:43+00:00,Malang,neutral,pemimpin kelas dunia
2023-01-31 04:30:07+00:00,DKI Jakarta,neutral,dikit lagi nyoblos ygy           sayayyo
2022-01-31 23:11:03+00:00,Bandung,neutral,assalamkm pak mentri yang terhormatsaya prihatin dgn apa yg terjadi terhadap kasus edi mulyadisaya harapagar bapak dapat menyampaikan kpd bpk presiden memanggil edi mulyadi dan menyelesaikannya secara adat
2022-01-31 16:47:11+00:00,Semarang,negative,ri bang dahnil  tolong pak prabowo  fokus kerja nggak usah mimpi calon presiden lagi  beliau dah lewat jgn bilang lagi akan timbul dan tenggelam bersama rakyat  sebab dia sudah tenggelam bersama oligarki
2022-01-31 01:59:18+00:00,"Jakarta, Indonesia",negative,biasanya kebalikannya ingat dulu ada duo ustadz yang doain  jadi presiden eh malah jadi pembantu presiden
2022-01-31 00:53:41+00:00,"Yogyakarta, Indonesia",negative,bagaimana pak jika seandainya yg gugur putra kandng bpak    sebagai menhan juga  yg doyan jualan radikal radikul mulu dan sbgai wapres ng kong marufamin bgm apalagi sbgai presiden  apakah akan 
2022-01-29 00:09:59+00:00,"Jakarta, Indonesia",negative,kalo  jadi presiden  upss jangan denk nanti gak pernah kejadian deh indonesia ngirim astronot ke bulan
2022-01-27 13:57:20+00:00,"Bandung, Jawa Barat",negative,pak  nyapres adalah hak semua warga negara bisa nyapres sebaiknya pak prabowo jangan nafsu ikut nyapres yg ke empat kalinya jadilah bapak bangsa sebagai negarawan cukup jadi penasehat presiden saja
2022-01-29 17:06:38+00:00,Banten,negative,goa pribadi gak pilih kalau  capress lagi
2022-01-29 00:44:18+00:00,"Malang, Jawa Timur",positive,aslkmpak prabowo saya pendukung bapak prabowomaju dalam capres kami warga menes bantensiap mendukung bapak prabowo
2022-01-28 08:51:10+00:00,"Jakarta Capital Region, Indone",negative,bocor bocor bocor dukung capres abadi
2022-01-31 11:28:11+00:00,Bekasi,negative,hei mardani kau tidak malu kah kau kumpulkan yg katanya ulama untuk dukung  kalahkan  dgn jargonmu  tapi gagal maning sekarang kau goyang lg jokowi dgn gunakan narasi ekonom sakit nalar hehehe kamu kan gagal mardani
2022-01-30 01:31:42+00:00,"Bintaro, Tangerang, Banten",negative,tapi  gak boleh jadi presiden ri karena keluarga cendana nanti kalau prabowo yg jadi presiden ri para mentri nya fadli zonk rocky gerung rizieq cabul indonesia pasti kayak negara syria
2022-01-28 03:19:45+00:00,Surabaya,positive,teringat saat pak prabowo komentari keras pemerintahan pak presiden jokowi dan juga kemenkeu di bawah bu sri mulyani saat masih jadi lawan pak jokowi sekarang pak prabowo mau bahu membahu dgn mereka bahkan tunjukkan manner bagus pada mereka
2022-01-28 00:07:25+00:00,Depok,negative,marah doang   ltlt bungkam pak  di lecehkan di depan public tapi kalau nyinyir ke pemerintah paling kenceng padahal pak prabowo di muliakan oleh presiden jokowi
2022-01-27 07:50:33+00:00,"Semarang, Jawa Tengah",negative,jk perjuangan  pak jk matian menangkan kemenakannya sendiri jd walikota makassar x pemilihan aja gak bisa kalah terus sok  sokan mau jadiin org lain jadi presiden 
2022-02-28 04:10:09+00:00,Bandung,negative,sudah menggaungka  pan pkb dan golkar mengusulkan penundaan pemilu   kasihan tu  yg kebelet jadi presiden dijegat oleh tiga partai apa nggak nyesek tu
2022-02-26 13:30:13+00:00,Bandung,neutral,bukti rakyat enga setuju pemilu ditunda krn saat di survei litbang kompas  ketika ditanyakan jika pemilu digelar hari ini parpol mana yg akan dipilih yg memilih    yg tidak memilih   menunjukan rakyat ingin pemilu digelar thn  bukan ditunda
2022-02-26 11:10:24+00:00,Jakarta,neutral,marufamin   jika anda mau merubahnya ikut parpol  duduki jabatan strategis di parpol  menangkan pemilu melaui parpolmu kemudian ubah di parlemen   begitu alurnya
2022-02-25 14:50:54+00:00,"DKI Jakarta, Indonesia",negative,mereka yg minta pemilu  ditundadiundur karena mereka sdh tahu jawabannya  yaitu  mereka tidak akan menang melawan anies baswedan  dah gitu aja koktitik iya kan   hasan      perjuangan
2022-02-25 07:14:26+00:00,"Jakarta, Indonesia",neutral,jauh hari aku sdh sampaikan pemilu hrs diundur  thn khusus utk presiden krn beberapa sebab salah satunya biaya besar pembelian alutusta oleh  ri pk  dimana biaya pemilu besar cc  ri hrt
2022-02-25 06:54:08+00:00,"Bogor, West Java",neutral,kasihan capres thn    keburu usianya ketuaan kalau pemilunya ditunda
2022-02-24 14:50:23+00:00,"Bogor, Jawa Barat",negative,rakyat indonesia kebanyakan sudah tidak lagi percaya pada janji atau ucapan  sejak periode kedua kalau pemilu jurdil saya yakin jokowi kalah dan  yg menang
2022-02-24 05:11:01+00:00,Kota Yogyakarta,neutral,kesempatan ps untuk presiden itu pemilu  yang lalu tapi nggak mampu dan kalah strategi menghadapi masifnya kecurangan  ps berat hanya lembaga survey yg memenangkan ps
